locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STMMW_00611,STMMW_00611,STM_MW00611,70000,70869,+,citrate lyase beta chain,Carbohydrate transport and metabolism,A0A6C7I7R6
STMMW_00621,STMMW_00621,STM_MW00621,70880,72400,+,citrate lyase alpha chain,Energy production and conversion,A0A6C7I645
STMMW_00631,STMMW_00631,STM_MW00631,72400,72951,+,citx protein,Coenzyme transport and metabolism,A0A6C7I7A8
STMMW_00641,STMMW_00641,STM_MW00641,72929,73837,+,citg protein,Nucleotide transport and metabolism,A0A6C7I7E8
STMMW_00651,STMMW_00651,STM_MW00651,74017,74838,+,dihydrodipicolinate reductase,Amino acid transport and metabolism,A0A6C7I6Y7
STMMW_00661,STMMW_00661,,75088,75267,+,putative viral protein (pseudogene),No COG annotation,
STMMW_00681,STMMW_00681,STM_MW00681,75881,77029,+,carbamoyl-phosphate synthase small chain,Nucleotide transport and metabolism,A0A6C7I7S8
STMMW_00691,STMMW_00691,STM_MW00691,77048,80275,+,carbamoyl-phosphate synthase large chain,Nucleotide transport and metabolism,A0A6C7I6I1
STMMW_00701,STMMW_00701,STM_MW00701,80549,80944,+,transcriptional activator CaiF,Transcription,A0A6C7I970
STMMW_00711,STMMW_00711,STM_MW00711,81021,81617,-,carnitine operon protein CaiE,Function unknown,A0A6C7I6Q7
STMMW_00721,STMMW_00721,STM_MW00721,81726,82511,-,carnitine racemase,Coenzyme transport and metabolism,A0A6C7I7S7
STMMW_00731,STMMW_00731,STM_MW00731,82565,84118,-,probable crotonobetaine/carnitine-CoA ligase,Lipid transport and metabolism,A0A6C7I657
STMMW_00741,STMMW_00741,STM_MW00741,84181,85398,-,L-carnitine dehydratase,Energy production and conversion,A0A6C7I7B9
STMMW_00751,STMMW_00751,STM_MW00751,85510,86652,-,probable carnitine operon oxidoreductase CaiA,Lipid transport and metabolism,A0A6C7I7F7
STMMW_00761,STMMW_00761,STM_MW00761,86687,88204,-,probable carnitine transporter,Cell wall/membrane/envelope biogenesis,A0A6C7I6Z6
STMMW_00771,STMMW_00771,STM_MW00771,88685,89455,+,FixA protein,Energy production and conversion,A0A6C7I651
STMMW_00781,STMMW_00781,STM_MW00781,89471,90412,+,FixB protein,Energy production and conversion,A0A6C7I7T9
STMMW_00791,STMMW_00791,STM_MW00791,90462,91748,+,FixC protein,Energy production and conversion,A0A6C7I6J1
STMMW_00801,STMMW_00801,STM_MW00801,91745,92032,+,ferredoxin like protein FixX,Energy production and conversion,A0A6C7I980
STMMW_00811,STMMW_00811,STM_MW00811,92095,93519,+,putative metabolite transport protein,Carbohydrate transport and metabolism,A0A6C7I6R8
STMMW_00821,STMMW_00821,STM_MW00821,93575,93838,+,putative lipoprotein,Cell wall/membrane/envelope biogenesis,A0A6C7I7T6
STMMW_00841,STMMW_00841,STM_MW00841,94132,94548,+,probable secreted protein,No COG annotation,A0A6C7I669
STMMW_00851,STMMW_00851,STM_MW00851,94772,95062,-,probable secreted protein,Function unknown,A0A6C7I7C7
STMMW_00861,STMMW_00861,,95132,95224,-,,No COG annotation,
STMMW_00871,STMMW_00871,STM_MW00871,95272,95466,+,putative inner membrane protein,No COG annotation,A0A6C7I7G7
STMMW_00881,STMMW_00881,STM_MW00881,95960,97849,+,putative sulfatase,Inorganic ion transport and metabolism,A0A6C7I707
STMMW_00891,STMMW_00891,,98054,98119,-,,No COG annotation,
STMMW_00901,STMMW_00901,STM_MW00901,98256,98786,+,putative NAD(P)H oxidoreductase,Energy production and conversion,A0A6C7I663
STMMW_00911,STMMW_00911,STM_MW00911,98779,100641,+,glutathione-regulated potassium-efflux system protein KefC,Inorganic ion transport and metabolism,A0A6C7I7U8
STMMW_00921,STMMW_00921,STM_MW00921,100840,101319,+,dihydrofolate reductase type I,Coenzyme transport and metabolism,A0A6C7I6K5
STMMW_00931,STMMW_00931,STM_MW00931,101425,102273,-,bis(5'-nucleosyl)-tetraphosphatase,Signal transduction mechanisms,A0A6C7I992
STMMW_00941,STMMW_00941,STM_MW00941,102284,102661,-,CorD protein,Inorganic ion transport and metabolism,A0A6C7I6T1
STMMW_00951,STMMW_00951,STM_MW00951,102664,103485,-,dimethyladenosine transferase,"Translation, ribosomal structure and biogenesis",A0A6C7I7V1
STMMW_00961,STMMW_00961,STM_MW00961,103482,104471,-,pyridoxal phosphate biosynthetic protein PdxA,Coenzyme transport and metabolism,A0A6C7I686
STMMW_00971,STMMW_00971,STM_MW00971,104471,105757,-,survival protein SurA precursor,Cell wall/membrane/envelope biogenesis,A0A6C7I7D7
STMMW_00981,STMMW_00981,STM_MW00981,105811,108171,-,organic solvent tolerance protein precursor,Cell wall/membrane/envelope biogenesis,A0A6C7I7H6
STMMW_00991,STMMW_00991,STM_MW00991,108425,109237,+,DNAj-like protein,"Post-translational modification, protein turnover,and chaperones",A0A6C7I722
STMMW_01001,STMMW_01001,STM_MW01001,109332,109991,-,ribosomal large subunit pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",A0A6C7I677
STMMW_01011,STMMW_01011,STM_MW01011,110003,112909,-,probable ATP-dependent helicase HepA,Transcription,A0A6C7I7W0
STMMW_01021,STMMW_01021,STM_MW01021,113083,115434,-,DNA polymerase II,"Replication, recombination and repair",A0A6C7I6L5
STMMW_01031,STMMW_01031,STM_MW01031,115478,116098,-,probable secreted protein,Function unknown,A0A6C7I9A2
STMMW_01041,STMMW_01041,,116193,116252,-,,No COG annotation,
STMMW_01051,STMMW_01051,STM_MW01051,116300,116602,+,putative inner membrane protein,No COG annotation,A0A6C7I6U1
STMMW_01061,STMMW_01061,STM_MW01061,116817,117236,+,hypothetical protein,Function unknown,A0A6C7I7W2
STMMW_01071,STMMW_01071,STM_MW01071,117242,117937,-,L-ribulose-5-phosphate 4-epimerase,Carbohydrate transport and metabolism,A0A6C7I697
STMMW_01081,STMMW_01081,STM_MW01081,118078,119580,-,L-arabinose isomerase,Carbohydrate transport and metabolism,A0A6C7I7E9
STMMW_01091,STMMW_01091,STM_MW01091,119591,121300,-,L-ribulokinase,Nucleotide transport and metabolism,A0A6C7I7I5
STMMW_01101,STMMW_01101,STM_MW01101,121641,122486,+,arabinose operon regulatory protein,Transcription,A0A6C7I733
STMMW_01111,STMMW_01111,STM_MW01111,122605,123372,+,DedA family integral membrane protein,Function unknown,A0A6C7I688
STMMW_01121,STMMW_01121,STM_MW01121,123411,124118,-,hypothetical ABC transporter,Coenzyme transport and metabolism,A0A6C7I7X2
STMMW_01131,STMMW_01131,STM_MW01131,124102,125712,-,putative ABC transporter integral membrane protein,Inorganic ion transport and metabolism,A0A6C7I6M8
STMMW_01141,STMMW_01141,STM_MW01141,125688,126671,-,thiamine-binding periplasmic protein precursor,Coenzyme transport and metabolism,A0A6C7I9B3
STMMW_01151,STMMW_01151,STM_MW01151,126849,128507,-,putative ABC transporter periplasmic solute binding protein,Transcription,A0A6C7I6V0
STMMW_01161,STMMW_01161,STM_MW01161,129058,129663,-,3-isopropylmalate dehydratase,Amino acid transport and metabolism,A0A6C7I7X1
STMMW_01171,STMMW_01171,STM_MW01171,129674,131074,-,3-isopropylmalate dehydratase,Amino acid transport and metabolism,A0A6C7I6B0
STMMW_01181,STMMW_01181,STM_MW01181,131077,132168,-,3-IPM-DH,Energy production and conversion,A0A6C7I7F8
STMMW_01191,STMMW_01191,STM_MW01191,132168,133739,-,2-isopropylmalate synthase,Amino acid transport and metabolism,A0A6C7I7J7
STMMW_01201,STMMW_01201,STM_MW01201,133827,133913,-,leu operon leader peptide,No COG annotation,A0A6C7I742
STMMW_01211,STMMW_01211,STM_MW01211,134570,135514,+,probable activator protein in leuABCD operon,Transcription,A0A6C7I6A1
STMMW_01221,STMMW_01221,STM_MW01221,135899,137560,+,acetolactate synthase isozyme III large subunit,Coenzyme transport and metabolism,A0A6C7I7Y4
STMMW_01231,STMMW_01231,STM_MW01231,137563,138054,+,acetolactate synthase isozyme III small subunit,Amino acid transport and metabolism,A0A6C7I6P1
STMMW_01241,STMMW_01241,STM_MW01241,138338,139342,+,fructose repressor,Transcription,A0A6C7I9C8
STMMW_01251,STMMW_01251,STM_MW01251,139948,140406,+,Protein mraZ,Transcription,A0A6C7I6W1
STMMW_01261,STMMW_01261,STM_MW01261,140408,141349,+,S-adenosyl-methyltransferase,"Translation, ribosomal structure and biogenesis",A0A6C7I7Y3
STMMW_01271,STMMW_01271,STM_MW01271,141346,141711,+,cell division protein FtsL,"Cell cycle control, cell division, chromosome partitioning",A0A6C7I6C4
STMMW_01281,STMMW_01281,STM_MW01281,141727,143493,+,penicillin-binding protein 3 precursor,"Cell cycle control, cell division, chromosome partitioning",A0A6C7I7G9
STMMW_01291,STMMW_01291,STM_MW01291,143480,144967,+,Meso-diaminopimelate-adding enzyme,Cell wall/membrane/envelope biogenesis,A0A6C7I7L1
STMMW_01301,STMMW_01301,STM_MW01301,144964,146322,+,UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diami nopimelate--D-alan alanyl ligase,Cell wall/membrane/envelope biogenesis,A0A6C7I757
STMMW_01311,STMMW_01311,STM_MW01311,146316,147398,+,UDP-MurNAc-pentapeptide phosphotransferase,Cell wall/membrane/envelope biogenesis,A0A6C7I6B4
STMMW_01321,STMMW_01321,STM_MW01321,147401,148717,+,D-glutamic acid adding enzyme,Cell wall/membrane/envelope biogenesis,A0A6C7I7Z3
STMMW_01331,STMMW_01331,STM_MW01331,148804,149961,+,cell division protein FtsW,"Cell cycle control, cell division, chromosome partitioning",A0A6C7I6Q6
STMMW_01341,STMMW_01341,STM_MW01341,149958,151025,+,UDP-N-acetylglucosamine--N-acetylmuramyl-,Cell wall/membrane/envelope biogenesis,A0A6C7I9D9
STMMW_01351,STMMW_01351,STM_MW01351,151144,152619,+,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,A0A6C7I6X0
STMMW_01361,STMMW_01361,STM_MW01361,152612,153532,+,D-alanine--D-alanine ligase,Nucleotide transport and metabolism,A0A6C7I7Z2
STMMW_01371,STMMW_01371,STM_MW01371,153534,154364,+,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning",A0A6C7I6D4
STMMW_01381,STMMW_01381,STM_MW01381,154361,155623,+,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning",A0A6C7I7H9
STMMW_01391,STMMW_01391,STM_MW01391,155684,156835,+,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning",A0A6C7I7M3
STMMW_01401,STMMW_01401,STM_MW01401,156936,157853,+,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,Nucleotide transport and metabolism,A0A6C7I769
STMMW_01411,STMMW_01411,STM_MW01411,158201,158629,+,conserved hypothetical protein,Function unknown,A0A6C7I6C6
STMMW_01421,STMMW_01421,STM_MW01421,158691,161396,+,preprotein translocase SecA subunit,"Intracellular trafficking, secretion, and vesicular transport",A0A6C7I802
STMMW_01431,STMMW_01431,STM_MW01431,161548,161943,+,7%2C8-dihydro-8-oxoguanine-triphosphatase,"Replication, recombination and repair",A0A6C7I6R5
STMMW_01441,STMMW_01441,STM_MW01441,162265,162456,-,conserved hypothetical protein,Function unknown,A0A6C7I9E7
STMMW_01451,STMMW_01451,STM_MW01451,162466,163209,-,conserved hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",A0A6C7I6X9
STMMW_01461,STMMW_01461,STM_MW01461,163209,163829,-,dephospho-CoA kinase,Nucleotide transport and metabolism,A0A6C7I804
STMMW_01471,STMMW_01471,STM_MW01471,164055,165098,+,GMP reductase,Nucleotide transport and metabolism,A0A6C7I6E5
STMMW_01481,STMMW_01481,STM_MW01481,165129,166331,-,protein transport protein HofC,Cell motility,A0A6C7I7I9
STMMW_01491,STMMW_01491,STM_MW01491,166321,167706,-,protein transport protein HofB,Cell motility,A0A6C7I7N3
STMMW_01501,STMMW_01501,STM_MW01501,167716,168153,-,prepilin peptidase dependent protein D precursor,Cell motility,A0A6C7I779
STMMW_01511,STMMW_01511,STM_MW01511,168375,169121,-,nicotinate-nucleotide pyrophosphorylase,Coenzyme transport and metabolism,A0A6C7I6D5
STMMW_01521,STMMW_01521,STM_MW01521,169356,169919,+,AmpD protein (anhydro-N-acetylmuramyl-tripeptide amidase),Defense mechanisms,A0A6C7I811
STMMW_01531,STMMW_01531,STM_MW01531,169916,170770,+,AmpE protein,Defense mechanisms,A0A6C7I6S9
STMMW_01541,STMMW_01541,STM_MW01541,170862,171812,-,putatuve glycosysl hydrolase,Carbohydrate transport and metabolism,A0A6C7I9F8
STMMW_01551,STMMW_01551,STM_MW01551,171812,173218,-,putative symporter,Carbohydrate transport and metabolism,A0A6C7I6Z0
STMMW_01561,STMMW_01561,STM_MW01561,173382,174755,-,aromatic amino acid transport protein AroP,Amino acid transport and metabolism,A0A6C7I813
STMMW_01571,STMMW_01571,STM_MW01571,175318,176082,+,pyruvate dehydrogenase complex repressor,Transcription,A0A6C7I6F4
STMMW_01581,STMMW_01581,STM_MW01581,176242,178905,+,pyruvate dehydrogenase E1 component,Energy production and conversion,A0A6C7I7J6
STMMW_01591,STMMW_01591,STM_MW01591,178920,180809,+,dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase,Energy production and conversion,A0A6C7I7P3
STMMW_01601,STMMW_01601,STM_MW01601,181009,182433,+,dihydrolipoamide dehydrogenase,Energy production and conversion,A0A6C7I788
STMMW_01611,STMMW_01611,STM_MW01611,182722,183006,+,probable secreted protein,No COG annotation,A0A6C7I6E6
STMMW_01621,STMMW_01621,STM_MW01621,183044,183835,-,probable secreted protein,Cell motility,A0A6C7I821
STMMW_01631,STMMW_01631,,183848,184612,-,putative exported protein (pseudogene),Cell wall/membrane/envelope biogenesis,
STMMW_01641,STMMW_01641,STM_MW01641,185851,188448,+,aconitate hydratase 2 (citrate hydro-lyase 2),Energy production and conversion,A0A6C7I9G5
STMMW_01651,STMMW_01651,STM_MW01651,188509,189351,-,HNH endonuclease,"Replication, recombination and repair",A0A6C7I700
STMMW_01661,STMMW_01661,STM_MW01661,189597,189959,+,conserved hypothetical protein,Function unknown,A0A6C7I824
STMMW_01671,STMMW_01671,STM_MW01671,190194,191147,+,2-keto-3-deoxygluconate permease,"Intracellular trafficking, secretion, and vesicular transport",A0A6C7I6G1
STMMW_01681,STMMW_01681,STM_MW01681,191144,192415,+,conserved hypothetical protein,Function unknown,A0A6C7I7K6
STMMW_01691,STMMW_01691,STM_MW01691,192405,193388,+,4-phosphohydroxy-L-threonine dehydrogenase,Coenzyme transport and metabolism,A0A6C7I7Q4
STMMW_01701,STMMW_01701,STM_MW01701,193398,194165,+,putative transcriptional regulator,Transcription,A0A6C7I7A0
STMMW_01711,STMMW_01711,STM_MW01711,194195,194989,-,CBG23187.1,Nucleotide transport and metabolism,A0A6C7I6F5
STMMW_01721,STMMW_01721,STM_MW01721,195010,195870,-,Putrescine aminopropyltransferase,Amino acid transport and metabolism,A0A6C7I832
STMMW_01731,STMMW_01731,STM_MW01731,195977,196324,-,putative exported protein,Function unknown,A0A6C7I6V2
STMMW_01741,STMMW_01741,STM_MW01741,196526,198136,+,possible multicopper oxidase precursor,"Secondary metabolites biosynthesis, transport, and catabolism",A0A6C7I9H7
STMMW_01751,STMMW_01751,STM_MW01751,198214,200604,-,glucose dehydrogenase,Carbohydrate transport and metabolism,A0A6C7I710
STMMW_01761,STMMW_01761,STM_MW01761,200810,201346,+,hypoxanthine phosphoribosyltransferase,Nucleotide transport and metabolism,A0A6C7I835
STMMW_01771,STMMW_01771,STM_MW01771,201404,202066,-,carbonic anhydrase,Inorganic ion transport and metabolism,A0A6C7I6H2
STMMW_01781,STMMW_01781,STM_MW01781,202175,203101,+,hypothetical ABC transporter ATP-binding protein,Defense mechanisms,A0A6C7I7L7
STMMW_01791,STMMW_01791,STM_MW01791,203098,203868,+,ABC transporter integral membrane protein,Defense mechanisms,A0A6C7I7R3
STMMW_01801,STMMW_01801,STM_MW01801,203985,205064,-,putative fimbriae,Cell motility,A0A6C7I7A9
STMMW_01811,STMMW_01811,STM_MW01811,205073,207619,-,putativie fimbrial usher. putativie fimbrial usher,Cell motility,A0A6C7I6G2
STMMW_01821,STMMW_01821,STM_MW01821,207646,208329,-,putative fimbrial chaperone,Cell wall/membrane/envelope biogenesis,A0A6C7I841
STMMW_01831,STMMW_01831,STM_MW01831,208377,208916,-,putative fimbrial subunit,Cell motility,A0A6C7I6W4
STMMW_01841,STMMW_01841,STM_MW01841,209286,209726,+,putative PTS system IIA component,Carbohydrate transport and metabolism,A0A6C7I9I7
STMMW_01851,STMMW_01851,STM_MW01851,209788,211017,+,putative exported protein,Carbohydrate transport and metabolism,A0A6C7I720
STMMW_01861,STMMW_01861,STM_MW01861,211024,211404,-,Aspartate alpha-decarboxylase,Coenzyme transport and metabolism,A0A6C7I844
STMMW_01871,STMMW_01871,STM_MW01871,211499,212353,-,Pantoate activating enzyme,Coenzyme transport and metabolism,A0A6C7I6I5
STMMW_01881,STMMW_01881,STM_MW01881,212479,213270,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,A0A6C7I7M6
STMMW_01891,STMMW_01891,STM_MW01891,213391,213870,-,2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase,Coenzyme transport and metabolism,A0A6C7I7S3
STMMW_01901,STMMW_01901,STM_MW01901,213867,215285,-,poly(A) polymerase,Nucleotide transport and metabolism,A0A6C7I7B8
STMMW_01911,STMMW_01911,STM_MW01911,215426,216367,-,glutamyl-tRNA synthetase-related protein,"Translation, ribosomal structure and biogenesis",A0A6C7I6H3
STMMW_01921,STMMW_01921,STM_MW01921,216391,216846,-,dosage-dependent dnaK suppressor protein,Transcription,A0A6C7I851
STMMW_01931,STMMW_01931,STM_MW01931,217023,217727,-,Sugar fermentation stimulation protein homolog,Function unknown,A0A6C7I6X5
STMMW_01941,STMMW_01941,STM_MW01941,217744,218274,-,2'-5' RNA ligase,"Translation, ribosomal structure and biogenesis",A0A6C7I9J7
STMMW_01951,STMMW_01951,STM_MW01951,218302,220776,+,ATP-dependent helicase HrpB,"Replication, recombination and repair",A0A6C7I732
STMMW_01961,STMMW_01961,STM_MW01961,220917,223439,+,penicillin-binding protein 1B,Cell wall/membrane/envelope biogenesis,A0A6C7I853
STMMW_01971,STMMW_01971,STM_MW01971,223732,225921,+,ferrichrome-iron receptor,Inorganic ion transport and metabolism,A0A6C7I6J5
STMMW_01981,STMMW_01981,STM_MW01981,225970,226767,+,ferrichrome transport ATP-binding protein FhuC,Coenzyme transport and metabolism,A0A6C7I7N5
STMMW_01991,STMMW_01991,STM_MW01991,226767,227657,+,ferrichrome-binding periplasmic protein precursor,Inorganic ion transport and metabolism,A0A6C7I7T2
STMMW_02001,STMMW_02001,STM_MW02001,227654,229711,+,ferrichrome transport protein FhuB precursor,Inorganic ion transport and metabolism,A0A6C7I7C8
STMMW_02011,STMMW_02011,STM_MW02011,230650,231210,+,major fimbrial subunit stfa (putative fimbrial subunit),Cell motility,A0A6C7I6I4
STMMW_02021,STMMW_02021,STM_MW02021,231296,233953,+,outer membrane usher protein stfc (putative fimbrial outer membrane usher),Cell motility,A0A6C7I861
STMMW_02031,STMMW_02031,STM_MW02031,233971,234723,+,periplasmic fimbrial chaperone stfd,Cell wall/membrane/envelope biogenesis,A0A6C7I6Y2
STMMW_02041,STMMW_02041,STM_MW02041,234787,235254,+,minor fimbrial subunit stfe (putaive minor fimbrial subunit),Cell motility,A0A6C7I9K8
STMMW_02051,STMMW_02051,STM_MW02051,235251,235727,+,minor fimbrial subunit stff,Cell motility,A0A6C7I740
STMMW_02061,STMMW_02061,STM_MW02061,235727,236257,+,putative minor fimbrial subunit,Cell motility,A0A6C7I864
STMMW_02071,STMMW_02071,STM_MW02071,236257,237096,+,putative exported protein,Function unknown,A0A6C7I6K6
