locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
SL1344_0018,chiA,,18083,19966,+,chitinase,Carbohydrate transport and metabolism,A0A0H3N7I6
SL1344_0019,SL1344_0019,,20058,23054,+,hypothetical chitinase,Function unknown,A0A0H3NGY4
SL1344_0020,SL1344_0020,,23335,24039,+,conserved hypothetical protein,Signal transduction mechanisms,A0A0H3N8S1
SL1344_0021,bcfA,,24469,25011,+,fimbrial subunit,Cell motility,A0A0H3N7B1
SL1344_0022,bcfB,,25112,25798,+,fimbrial chaperone,Cell wall/membrane/envelope biogenesis,A0A0H3NCH3
SL1344_0023,bcfC,,25803,28424,+,fimbrial usher protein,Cell motility,A0A0H3N7J0
SL1344_0024,bcfD,,28425,29432,+,fimbrial subunit,Cell motility,A0A0H3NGY7
SL1344_0025,bcfE,,29433,29978,+,fimbrial subunit,Cell motility,A0A0H3N8S4
SL1344_0026,bcfF,,29994,30512,+,fimbrial subunit,Cell motility,A0A0H3N7B6
SL1344_0027,bcfG,,30505,31209,+,fimbrial chaperone,Cell motility,A0A0H3NCH7
SL1344_0028,bcfH,,31274,32119,+,hypothetical exported protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3N7J9
SL1344_0029,SL1344_0029,,32116,32445,+,hypothetical membrane protein,No COG annotation,A0A0H3NGZ4
SL1344_0030,SL1344_0030,,32545,32994,-,hypothetical membrane protein,Transcription,A0A0H3N8T0
SL1344_0031,SL1344_0031,,33364,34368,+,hypothetical transcriptional regulator (lysR family),Transcription,A0A0H3N7C1
SL1344_0032,SL1344_0032,,34376,34816,-,hypothetical membrane protein,Transcription,A0A0H3NCI1
SL1344_0033,SL1344_0033,,35339,37057,+,possible sulfatase,Cell wall/membrane/envelope biogenesis,A0A0H3N7K5
SL1344_0034,SL1344_0034,,37103,38674,-,hypothetical secreted 5'-nucleotidase,Nucleotide transport and metabolism,A0A0H3NGZ9
SL1344_0035,SL1344_0035,,38773,39534,-,hypothetical exported protein,Function unknown,A0A0H3N8T3
SL1344_0036,SL1344_0036,,40131,41624,+,hypothetical secreted sulfatase,Inorganic ion transport and metabolism,A0A0H3N7C5
SL1344_0037,SL1344_0037,,41723,42913,+,possible sulfatase regulatory protein,Energy production and conversion,A0A0H3NCI6
SL1344_0038,SL1344_0038,,42932,44185,+,conserved hypothetical protein,"Replication, recombination and repair",A0A0H3N7L3
SL1344_0039,SL1344_0039,,44312,46027,+,possible sulfatase,Cell wall/membrane/envelope biogenesis,A0A0H3NH03
SL1344_0040,nhaA,,46190,47356,+,Na(+)/H(+) antiporter 1,Inorganic ion transport and metabolism,A0A0H3N8T8
SL1344_0041,nhaR,,47418,48317,+,transcriptional activator protein NhaR,Transcription,A0A0H3N7D0
SL1344_0042,SL1344_0042,,48372,50411,-,hypothetical glycosyl hydrolase,Carbohydrate transport and metabolism,A0A0H3NCJ0
SL1344_0043,SL1344_0043,,50451,51824,-,hypothetical transport protein,Inorganic ion transport and metabolism,A0A0H3N7L8
SL1344_0044,rpsT,,52280,52543,-,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",A0A0H3NH08
SL1344_0045,yaaY,,52649,52864,+,conserved hypothetical protein,Function unknown,A0A0H3N8U3
SL1344_0046,ribF,,52872,53810,+,riboflavin biosynthesis protein RibF,Coenzyme transport and metabolism,A0A0H3N7D5
SL1344_0047,ileS,,53855,56689,+,isoleucyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A0H3NCJ4
SL1344_0048,lspA,,56689,57189,+,lipoprotein signal peptidase,Cell wall/membrane/envelope biogenesis,A0A0H3N7M5
SL1344_0049,fkpB,,57344,57793,+,probable FkbB-type 16 kD peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,A0A0H3NH14
SL1344_0050,ispH,,57796,58746,+,LytB protein,Lipid transport and metabolism,A0A0H3N8U8
SL1344_0051,SL1344_0051,,58946,60148,+,conserved hypothetical protein,No COG annotation,A0A0H3N7E1
SL1344_0052,rihC,,60164,61084,+,hypothetical nucleoside hydrolase (IUNH family),Carbohydrate transport and metabolism,A0A0H3NCJ8
SL1344_0053,citB2,,61106,61792,-,transcriptional regulatory protein,Transcription,A0A0H3N7N0
SL1344_0054,citA2,,61794,63413,-,two-component sensor kinase,Signal transduction mechanisms,A0A0H3NH19
SL1344_0055,SL1344_0055,,63548,64849,-,oxaloacetate decarboxylase beta chain (ec 4.1.1.3),Energy production and conversion,A0A0G2QBP4
SL1344_0056,SL1344_0056,,64862,66637,-,oxaloacetate decarboxylase alpha chain,Energy production and conversion,A0A0H3N8V4
SL1344_0057,oadG,,66654,66893,-,oxaloacetate decarboxylase gamma chain,Energy production and conversion,A0A0H3N7E6
SL1344_0058,SL1344_0058,,67052,68392,-,citrate-sodium symporter,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3NCK3
SL1344_0059,citC2,,68637,69683,+,[citrate (PRO-3S)-lyase] ligase,Coenzyme transport and metabolism,A0A0H3N7N7
SL1344_0060,citD2,,69713,70006,+,citrate lyase acyl carrier protein,Energy production and conversion,A0A0H3NH25
SL1344_0061,citE2,,70003,70872,+,citrate lyase beta chain,Carbohydrate transport and metabolism,A0A0H3N8W0
SL1344_0062,citF2,,70883,72403,+,citrate lyase alpha chain,Energy production and conversion,A0A0H3N7F0
SL1344_0063,citX2,,72403,72954,+,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,Coenzyme transport and metabolism,A0A0H3NCK8
SL1344_0064,citG2,,72947,73840,+,triphosphoribosyl-dephospho-CoA synthase,Nucleotide transport and metabolism,A0A0H3N7Q8
SL1344_0065,dapB,,74020,74841,+,dihydrodipicolinate reductase,Amino acid transport and metabolism,A0A0H3NH29
SL1344_0066A,SL1344_0066A,,75091,75270,+,hypothetical viral protein (pseudogene),No COG annotation,
SL1344_0067,carA,,75883,77031,+,carbamoyl-phosphate synthase small chain,Nucleotide transport and metabolism,A0A0H3N8W6
SL1344_0068,carB,,77050,80277,+,carbamoyl-phosphate synthase large chain,Nucleotide transport and metabolism,A0A0H3N7F3
SL1344_0069,caiF,,80551,80946,+,transcriptional activator CaiF,Transcription,A0A0H3NCL4
SL1344_0070,caiE,,81023,81619,-,carnitine operon protein CaiE,Function unknown,A0A0H3N7R4
SL1344_0071,caiD,,81728,82513,-,carnitine racemase,Coenzyme transport and metabolism,A0A0H3NH35
SL1344_0072,caiC,,82567,84120,-,probable crotonobetaine/carnitine-CoA ligase,Lipid transport and metabolism,A0A0H3N8X1
SL1344_0073,caiB,,84183,84503,-,L-carnitine dehydratase,Energy production and conversion,
SL1344_0074,caiA,,85512,86654,-,probable carnitine operon oxidoreductase CaiA,Lipid transport and metabolism,A0A0H3N7F7
SL1344_0075,caiT,,86689,88206,-,probable carnitine transporter,Cell wall/membrane/envelope biogenesis,A0A0H3NCL8
SL1344_0076,fixA,,88687,89457,+,probable flavoprotein subunit,Energy production and conversion,A0A0H3N7S0
SL1344_0077,fixB,,89473,90414,+,probable flavoprotein subunit,Energy production and conversion,A0A0H3NH41
SL1344_0078,fixC,,90464,91750,+,probable flavoprotein subunit,Energy production and conversion,A0A0H3N8X8
SL1344_0079,fixX,,91747,92034,+,ferredoxin like protein FixX,Energy production and conversion,A0A0H3N7G1
SL1344_0080,yaaU,,92181,93521,+,hypothetical metabolite transport protein,Carbohydrate transport and metabolism,A0A0H3NCM1
SL1344_0081,SL1344_0081,,93610,93840,+,hypothetical lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0H3N7S7
SL1344_0082,SL1344_0082,,94134,94550,+,probable secreted protein,No COG annotation,A0A0H3NH44
SL1344_0083,SL1344_0083,,94774,95064,-,probable secreted protein,Function unknown,A0A0H3N8Y3
SL1344_0083A,SL1344_0083A,,95134,95226,-,hypothetical membrane protein (pseudogene),No COG annotation,
SL1344_0084,SL1344_0084,,95962,97851,+,hypothetical sulfatase,Inorganic ion transport and metabolism,A0A0H3N7G5
SL1344_0085,SL1344_0085,,98056,98121,-,hypothetical carnitinyl-CoA dehydratase (pseudogene),No COG annotation,
SL1344_0086,yabF,,98258,98788,+,hypothetical NAD(P)H oxidoreductase,Energy production and conversion,A0A0H3NCM6
SL1344_0087,kefC,,98781,100643,+,glutathione-regulated potassium-efflux system protein KefC,Inorganic ion transport and metabolism,A0A0H3N7U6
SL1344_0088,folA,,100842,101321,+,dihydrofolate reductase type I,Coenzyme transport and metabolism,A0A0H3NH47
SL1344_0089,apaH,,101427,102275,-,bis(5'-nucleosyl)-tetraphosphatase,Signal transduction mechanisms,A0A0H3N8Y9
SL1344_0090,apaG,,102286,102663,-,CorD protein,Inorganic ion transport and metabolism,A0A0H3N7H1
SL1344_0091,ksgA,,102666,103487,-,dimethyladenosine transferase,"Translation, ribosomal structure and biogenesis",A0A0H3NCN1
SL1344_0092,pdxAa,,103484,104473,-,pyridoxal phosphate biosynthetic protein PdxA,Coenzyme transport and metabolism,A0A0H3N7V2
SL1344_0093,surA,,104473,105759,-,survival protein SurA precursor,Cell wall/membrane/envelope biogenesis,A0A0H3NH51
SL1344_0094,imp,,105813,108173,-,organic solvent tolerance protein precursor,Cell wall/membrane/envelope biogenesis,A0A0H3N8Z5
SL1344_0095,djlA,,108427,109239,+,DnaJ-like protein,"Post-translational modification, protein turnover,and chaperones",A0A0H3N7H5
SL1344_0096,rluA,,109334,109993,-,ribosomal large subunit pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",A0A0H3NCN6
SL1344_0097,hepA,,110005,112911,-,probable ATP-dependent helicase HepA,Transcription,A0A0H3N7V6
SL1344_0098,polB,,113085,115436,-,DNA polymerase II,"Replication, recombination and repair",A0A0H3NH57
SL1344_0099,SL1344_0099,,115480,116100,-,probable secreted protein,Function unknown,A0A0H3N900
SL1344_0099A,SL1344_0099A,,116195,116254,-,hypothetical inner membrane protein (pseudogene),No COG annotation,
SL1344_0100,SL1344_0100,,116819,117238,+,hypothetical protein,Function unknown,A0A0H3N7H8
SL1344_0101,araD,,117244,117939,-,L-ribulose-5-phosphate 4-epimerase,Carbohydrate transport and metabolism,A0A0H3NCN9
SL1344_0102,araA,,118080,119582,-,L-arabinose isomerase,Carbohydrate transport and metabolism,A0A0H3N7W4
SL1344_0103,araB,,119593,121302,-,Ribulokinase,Nucleotide transport and metabolism,A0A0H3NH62
SL1344_0104,araC,,121643,122488,+,arabinose operon regulatory protein,Transcription,A0A0H3N902
SL1344_0105,yabI,,122607,123374,+,DedA family integral membrane protein,Function unknown,A0A0H3N7I3
SL1344_0106,thiQ,,123413,124120,-,hypothetical ABC transporter,Coenzyme transport and metabolism,A0A0H3NCP3
SL1344_0107,thiP,,124104,125714,-,hypothetical ABC transporter integral membrane protein,Inorganic ion transport and metabolism,A0A0H3N7X0
SL1344_0108,tbpA,,125690,126673,-,thiamine-binding periplasmic protein precursor,Coenzyme transport and metabolism,A0A0H3NH67
SL1344_0109,yabN,,126851,128509,-,hypothetical ABC transporter periplasmic solute binding protein,Transcription,A0A0H3N907
SL1344_0109A,sgrT,,128602,128724,+,conserved sORF,Function unknown,A0A0H3NXA5
SL1344_0110,leuD,,129060,129665,-,3-isopropylmalate dehydratase small subunit,Amino acid transport and metabolism,A0A0H3N7I8
SL1344_0111,leuC,,129676,131076,-,3-isopropylmalate dehydratase large subunit,Amino acid transport and metabolism,A0A0H3NCP8
SL1344_0112,leuB,,131079,132170,-,3-isopropylmalate dehydrogenase,Energy production and conversion,A0A0H3N7X7
SL1344_0113,leuA,,132170,133741,-,2-isopropylmalate synthase,Amino acid transport and metabolism,A0A0H3NH74
SL1344_0114,leuL,,133829,133915,-,leu operon leader peptide,No COG annotation,A0A0H3N914
SL1344_0115,leuO,,134572,135516,+,probable activator protein in leuABCD operon,Transcription,A0A0H3N7J3
SL1344_0116,ilvI,,135901,137562,+,acetolactate synthase isozyme III large subunit,Coenzyme transport and metabolism,A0A0H3NCQ2
SL1344_0117,ilvH,,137565,138056,+,acetolactate synthase isozyme III small subunit,Amino acid transport and metabolism,A0A0H3N7Y4
SL1344_0118,fruR,,138340,139344,+,fructose repressor,Transcription,A0A0H3NH80
SL1344_0119,mraZ,,139950,140408,+,conserved hypothetical protein.,Transcription,A0A0H3N919
SL1344_0120,mraW,,140410,141351,+,S-adenosyl-methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0H3N7J7
SL1344_0121,ftsL,,141348,141713,+,cell division protein FtsL,"Cell cycle control, cell division, chromosome partitioning",A0A0H3NCQ5
SL1344_0122,ftsI,,141729,143495,+,penicillin-binding protein 3 precursor,"Cell cycle control, cell division, chromosome partitioning",A0A0H3N7Y6
SL1344_0123,murE,,143482,144969,+,UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-di a minopimelate ligase,Cell wall/membrane/envelope biogenesis,A0A0H3NH87
SL1344_0124,murF,,144966,146324,+,UDP-N-acetylmuramoylalanyl-D-glutamyl-2%2C6-diam i nopimelate--D-alan alanyl ligase,Cell wall/membrane/envelope biogenesis,A0A0H3N926
SL1344_0125,mraY,,146318,147400,+,Phospho-N-acetylmuramoyl-pentapeptide-transfera se,Cell wall/membrane/envelope biogenesis,A0A0H3N7K2
SL1344_0126,murD,,147403,148719,+,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Cell wall/membrane/envelope biogenesis,A0A0H3NCR0
SL1344_0127,ftsW,,148806,149963,+,cell division protein FtsW,"Cell cycle control, cell division, chromosome partitioning",A0A0H3N7Z1
SL1344_0128,murG,,149960,151027,+,UDP-N-acetylglucosamine--N-acetylmuramyl-,Cell wall/membrane/envelope biogenesis,A0A0H3NH94
SL1344_0129,murC,,151146,152621,+,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,A0A0H3N932
SL1344_0130,ddlB,,152614,153534,+,D-alanine--D-alanine ligase,Nucleotide transport and metabolism,A0A0H3N7K6
SL1344_0131,ftsQ,,153536,154366,+,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning",A0A0H3NCR5
SL1344_0132,ftsA,,154363,155625,+,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning",A0A0H3N7Z5
SL1344_0133,ftsZ,,155686,156837,+,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning",A0A0H3NH98
SL1344_0134,lpxC,,156938,157855,+,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,Nucleotide transport and metabolism,A0A0H3N939
SL1344_0135,yacA,,158203,158631,+,conserved hypothetical protein,Function unknown,A0A0H3N7L0
SL1344_0136,secA,,158693,161398,+,preprotein translocase SecA subunit,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3NCR8
SL1344_0137,mutT,,161550,161945,+,7%2C8-dihydro-8-oxoguanine-triphosphatase,"Replication, recombination and repair",A0A0H3N7Z9
SL1344_0138,yacG,,162267,162458,-,conserved hypothetical protein,Function unknown,A0A0H3NHA4
SL1344_0139,yacF,,162468,163211,-,conserved hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",A0A0H3N946
SL1344_0140,coaE,,163211,163831,-,Dephospho-CoA kinase,Nucleotide transport and metabolism,A0A0H3N7L4
SL1344_0141,guaC,,164057,165100,+,GMP reductase,Nucleotide transport and metabolism,A0A0H3NCS2
SL1344_0142,pilC,,165131,166333,-,competence gene-DNA binding and transport,Cell motility,A0A0H3N805
SL1344_0143,pilB,,166323,167708,-,competence gene-DNA binding and transport,Cell motility,A0A0H3NHA9
SL1344_0144,pilA,,167718,168155,-,competence gene-DNA binding and transport,Cell motility,A0A0H3N951
SL1344_0145,nadC,,168377,169123,-,nicotinate-nucleotide pyrophosphorylase,Coenzyme transport and metabolism,A0A0H3N7L9
SL1344_0146,ampD,,169358,169921,+,AmpD protein (anhydro-N-acetylmuramyl-tripeptide amidase),Defense mechanisms,E1W818
SL1344_0147,ampE,,169918,170772,+,AmpE protein,Defense mechanisms,A0A0H3NCS6
SL1344_0148,SL1344_0148,,170864,171814,-,putatuve glycosysl hydrolase,Carbohydrate transport and metabolism,A0A0H3N809
SL1344_0149,SL1344_0149,,171814,173220,-,hypothetical symporter,Carbohydrate transport and metabolism,A0A0H3NHB6
SL1344_0150,aroP,,173384,174757,-,aromatic amino acid transport protein AroP,Amino acid transport and metabolism,E1W822
SL1344_0151,pdhR,,175320,176084,+,pyruvate dehydrogenase complex repressor,Transcription,E1W823
SL1344_0152,aceE,,176244,178907,+,pyruvate dehydrogenase E1 component,Energy production and conversion,A0A0H3N957
SL1344_0153,aceF,,178922,180811,+,dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase,Energy production and conversion,A0A0H3N7M4
SL1344_0154,lpdA,,181011,182435,+,dihydrolipoamide dehydrogenase,Energy production and conversion,A0A0H3NCT0
SL1344_0155,SL1344_0155,,182724,183008,+,probable secreted protein,No COG annotation,A0A0H3N814
SL1344_0156,SL1344_0156,,183046,183837,-,probable secreted protein,Cell motility,A0A0H3NHC2
SL1344_0157,yacH,,183850,184614,-,hypothetical exported protein,Cell wall/membrane/envelope biogenesis,
SL1344_0159,acnB,,185853,188450,+,aconitate hydratase 2 (citrate hydro-lyase 2),Energy production and conversion,A0A0H3N962
SL1344_0160,SL1344_0160,,188511,189353,-,HNH endonuclease,"Replication, recombination and repair",A0A0H3N7M9
SL1344_0161,yacL,,189599,189961,+,conserved hypothetical protein,Function unknown,A0A0H3NCT6
SL1344_0162,kdgT,,190196,191149,+,2-keto-3-deoxygluconate permease,"Intracellular trafficking, secretion, and vesicular transport",A0A0H3N820
SL1344_0163,SL1344_0163,,191146,192417,+,conserved hypothetical protein,Function unknown,A0A0H3NHC8
SL1344_0164,pdxAb,,192407,193390,+,4-hydroxythreonine-4-phosphate dehydrogenase,Coenzyme transport and metabolism,A0A0H3N967
SL1344_0165,SL1344_0165,,193400,194167,+,hypothetical transcriptional regulator,Transcription,A0A0H3N7N4
SL1344_0166,speD,,194197,194991,-,S-adenosylmethionine decarboxylase%2C proenzyme,Nucleotide transport and metabolism,A0A0H3NCU1
SL1344_0167,speE,,195012,195872,-,Spermidine synthase,Amino acid transport and metabolism,A0A0H3N826
SL1344_0168,yacC,,195979,196326,-,conserved hypothetical protein,Function unknown,A0A0H3NHD6
SL1344_0169,cueO,,196528,198138,+,possible multicopper oxidase precursor,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0H3N973
SL1344_0170,gcd,,198216,200606,-,glucose dehydrogenase,Carbohydrate transport and metabolism,A0A0H3N7N9
SL1344_0171,hpt,,200812,201348,+,hypoxanthine phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0H3NCU6
SL1344_0172,yadF,,201406,202068,-,carbonic anhydrase,Inorganic ion transport and metabolism,A0A0H3N830
SL1344_0173,yadG,,202177,203103,+,hypothetical ABC transporter ATP-binding protein,Defense mechanisms,A0A0H3NHE0
SL1344_0174,yadH,,203100,203870,+,ABC transporter integral membrane protein,Defense mechanisms,A0A0H3N979
SL1344_0175,stiH,,203987,205066,-,fimbrial protein,Cell motility,A0A0H3N7P2
SL1344_0176,stiC,,205075,207621,-,fimbrial usher protein,Cell motility,A0A0H3NCV1
SL1344_0177,stiB,,207648,208331,-,fimbrial usher protein,Cell wall/membrane/envelope biogenesis,A0A0H3N837
SL1344_0178,stiA,,208379,208918,-,fimbrial subunit,Cell motility,A0A0H3NHE4
SL1344_0179,yadI,,209289,209729,+,hypothetical PTS system IIA component,Carbohydrate transport and metabolism,A0A0H3N984
SL1344_0180,yadE,,209791,211020,+,conserved hypothetical protein,Carbohydrate transport and metabolism,A0A0H3N7P7
SL1344_0181,panD,,211027,211407,-,aspartate 1-decarboxylase,Coenzyme transport and metabolism,A0A0H3NCV5
SL1344_0182,panC,,211502,212356,-,Pantoate--beta-alanine ligase,Coenzyme transport and metabolism,A0A0H3N842
SL1344_0183,panB,,212482,213273,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,A0A0H3NHE9
SL1344_0184,folK,,213394,213873,-,2-amino-4-hydroxy-6-hydroxymethyldihydropteridinepyrophosphokinase,Coenzyme transport and metabolism,A0A0H3N989
SL1344_0185,pcnB,,213870,215288,-,poly(A) polymerase,Nucleotide transport and metabolism,A0A0H3N7Q0
SL1344_0186,yadB,,215429,216370,-,glutamyl-tRNA synthetase-related protein,"Translation, ribosomal structure and biogenesis",A0A0H3NCW0
SL1344_0187,dksA,,216394,216849,-,dosage-dependent dnaK suppressor protein,Transcription,A0A0H3N847
SL1344_0188,sfsA,,217026,217730,-,Sugar fermentation stimulation protein homolog.,Function unknown,A0A0H3NHF4
SL1344_0189,ligT,,217747,218277,-,2'-5' RNA ligase,"Translation, ribosomal structure and biogenesis",A0A0H3N994
SL1344_0190,hrpB,,218305,220779,+,ATP-dependent helicase HrpB,"Replication, recombination and repair",A0A0H3N7Q4
SL1344_0191,mrcB,,220920,223442,+,penicillin-binding protein 1b%3B peptidoglycan synthetase,Cell wall/membrane/envelope biogenesis,A0A0H3NCW6
SL1344_0192,fhuA,,223735,225924,+,ferrichrome-iron receptor,Inorganic ion transport and metabolism,A0A0H3N852
SL1344_0193,fhuC,,225973,226770,+,ferrichrome transport ATP-binding protein FhuC,Coenzyme transport and metabolism,A0A0H3NHG0
SL1344_0194,fhuD,,226770,227660,+,ferrichrome-binding periplasmic protein precursor,Inorganic ion transport and metabolism,A0A0H3N998
SL1344_0195,fhuB,,227657,229714,+,ferrichrome transport protein FhuB precursor,Inorganic ion transport and metabolism,A0A0H3N7Q7
SL1344_0196,stfA,,230653,231213,+,major fimbrial subunit stfa (hypothetical fimbrial subunit),Cell motility,A0A0H3NCX2
SL1344_0197,stfC,,231299,233956,+,outer membrane usher protein stfc (hypothetical fimbrial outer membrane usher),Cell motility,A0A0H3N859
SL1344_0198,stfD,,233974,234726,+,periplasmic fimbrial chaperone stfd,Cell wall/membrane/envelope biogenesis,A0A0H3NHG7
SL1344_0199,stfE,,234790,235257,+,minor fimbrial subunit stfe (putaive minor fimbrial subunit),Cell motility,A0A0H3N9A3
SL1344_0200,stfF,,235254,235730,+,minor fimbrial subunit stff,Cell motility,A0A0H3N7R1
SL1344_0201,stfG,,235730,236260,+,hypothetical minor fimbrial subunit,Cell motility,A0A0H3NCX8
SL1344_0202,SL1344_0202,,236260,237099,+,hypothetical exported protein,Function unknown,A0A0H3N864
SL1344_0203,hemL,,237207,238487,-,Glutamate-1-semialdehyde 2%2C1-aminomutase,Coenzyme transport and metabolism,E1W874
SL1344_0204,clcA,,238657,240078,+,hypothetical membrane protein,Inorganic ion transport and metabolism,A0A0H3NHH3
SL1344_0205,yadR,,240160,240504,+,conserved hypothetical protein,Energy production and conversion,A0A0H3N9A8
SL1344_0206,yadS,,240605,241228,-,hypothetical membrane protein,Function unknown,A0A0H3N7R6
SL1344_0207,btuF,,241265,242065,-,Vitamin B12 transport protein btuF precursor.,Inorganic ion transport and metabolism,A0A0H3NCY2
SL1344_0208,mtn,,242058,242756,-,MTA/SAH nucleosidase,Nucleotide transport and metabolism,A0A0H3N869
SL1344_0209,dgt,,243051,244358,+,Deoxyguanosinetriphosphate triphosphohydrolase,Nucleotide transport and metabolism,A0A0H3NHI0
SL1344_0210,htrA,,244488,245915,+,protease DO precursor%3B heat shock protein HtrA,"Post-translational modification, protein turnover,and chaperones",A0A0H3N9B4
SL1344_0211,cdaR,,246068,247225,+,conserved hypothetical protein,Transcription,A0A0H3N7S1
SL1344_0212,yaeH,,247314,247700,-,conserved hypothetical protein,Function unknown,A0A0H3NCY7
SL1344_0213,SL1344_0213,,248223,249248,+,hypothetical inner membrane protein,Inorganic ion transport and metabolism,A0A0H3N878
SL1344_0214,dapD,,249285,250109,-,2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate N-succinyltransferase,Amino acid transport and metabolism,A0A0H3NHI7
SL1344_0215,glnD,,250139,252811,-,[Protein-PII] uridylyltransferase,"Post-translational modification, protein turnover,and chaperones",A0A0H3N9C1
SL1344_0216,map,,253048,253842,-,methionine aminopeptidase,Amino acid transport and metabolism,A0A0H3N7S5
SL1344_0217,rpsB,,254293,255018,+,30S ribosomal protein S2,"Translation, ribosomal structure and biogenesis",A0A0H3NCZ1
SL1344_0218,tsf,,255276,256127,+,Elongation factor Ts,"Translation, ribosomal structure and biogenesis",A0A0H3N884
SL1344_0219,pyrH,,256272,256997,+,Uridylate kinase,Nucleotide transport and metabolism,A0A0H3NHJ2
