locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STMUK_0022,bcfB,,25113,25799,+,fimbrial chaparone,Cell wall/membrane/envelope biogenesis,A0A3Z2F3K7
STMUK_0023,bcfC,,25804,28425,+,fimbrial usher,Cell motility,A0A3Z2F3K6
STMUK_0024,bcfD,,28426,29433,+,fimbrial subunit,Cell motility,A0A3Z2F3L8
STMUK_0025,bcfE,,29434,29979,+,fimbrial subunit,Cell motility,A0A3Z6NVY3
STMUK_0026,bcfF,,29995,30513,+,fimbrial subunit,Cell motility,A0A3Z2F3L1
STMUK_0027,bcfG,,30479,31210,+,fimbrial chaparone,Cell motility,A0A3Z2F3L9
STMUK_0028,bcfH,,31275,32120,+,putative thiol-disulfide isomerase,"Post-translational modification, protein turnover,and chaperones",A0A3Z2F3M0
STMUK_0029,STMUK_0029,,32159,32446,+,hypothetical protein,No COG annotation,A0A3Z2F3M2
STMUK_0030,STMUK_0030,,32546,32995,-,putative transcriptional regulator,Transcription,A0A3Z2F3M3
STMUK_0031,STMUK_0031,,33365,34369,+,putative transcriptional regulator,Transcription,A0A3Z2F3L3
STMUK_0032,STMUK_0032,,34377,34817,-,putative transcriptional regulator,Transcription,A0A3Z2F3L5
STMUK_0033,STMUK_0033,,35340,37058,+,putative arylsulfatase,Cell wall/membrane/envelope biogenesis,A0A3Z2F3L7
STMUK_0034,STMUK_0034,,37104,38675,-,putative 5'-nucleotidase,Nucleotide transport and metabolism,A0A3Z2F3M7
STMUK_0035,STMUK_0035,,38774,39535,-,putative outer membrane/exported protein,Function unknown,A0A3Z6NVX3
STMUK_0036,STMUK_0036,,40132,41625,+,putative arylsulfatase,Inorganic ion transport and metabolism,A0A3Z6NVN8
STMUK_0037,STMUK_0037,,41724,42914,+,putative arylsulfatase regulator,Energy production and conversion,A0A3Z2F3N1
STMUK_0038,STMUK_0038,,42933,44186,+,putative cytoplasmic protein,"Replication, recombination and repair",A0A3Z2F3M9
STMUK_0039,STMUK_0039,,44313,46028,+,putative arylsulfatase,Cell wall/membrane/envelope biogenesis,A0A3Z2F3N0
STMUK_0040,nhaA,,46191,47357,+,pH-dependent sodium/proton antiporter,Inorganic ion transport and metabolism,A0A3Z2F3N3
STMUK_0041,nhaR,,47419,48318,+,transcriptional activator NhaR,Transcription,A0A6C7AH21
STMUK_0042,STMUK_0042,,48373,50412,-,putative glycosyl hydrolase,Carbohydrate transport and metabolism,A0A3Z2F3M6
STMUK_0043,STMUK_0043,,50452,51825,-,putative sodium galactoside symporter,Inorganic ion transport and metabolism,A0A3Z2F3M5
STMUK_0044,rpsT,,52281,52544,-,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",A0A3Z2F3N6
STMUK_0045,yaaY,,52650,52865,+,putative cytoplasmic protein,Function unknown,A0A3Z2F3P9
STMUK_0046,ribC,,52873,53811,+,bifunctional riboflavin kinase/FMN adenylyltransferase,Coenzyme transport and metabolism,A0A3Z6NVM5
STMUK_0047,ileS,,53856,56690,+,isoleucyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",A0A3Z2F3P2
STMUK_0048,lspA,,56690,57190,+,lipoprotein signal peptidase,Cell wall/membrane/envelope biogenesis,A0A3Z2F3N8
STMUK_0049,slpA,,57345,57794,+,FKBP-type peptidyl-prolyl cis-trans isomerase,Carbohydrate transport and metabolism,A0A3Z6NVQ2
STMUK_0050,lytB,,57797,58747,+,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Lipid transport and metabolism,A0A3Z6NVL8
STMUK_0051,STMUK_0051,,58947,60149,+,putative nitrite reductase,No COG annotation,A0A3Z2F3N4
STMUK_0052,rihC,,60165,61085,+,ribonucleoside hydrolase RihC,Carbohydrate transport and metabolism,A0A3Z2F3N7
STMUK_0053,STMUK_0053,,61107,61793,-,putative transcriptional regulator,Transcription,A0A3Z6NVM7
STMUK_0054,STMUK_0054,,61795,63414,-,putative transcriptional regulator,Signal transduction mechanisms,A0A6C7AGG7
STMUK_0055,STMUK_0055,,63549,64850,-,putative oxalacetate decarboxylase subunit beta,Energy production and conversion,A0A6C7AH05
STMUK_0056,STMUK_0056,,64863,66638,-,oxaloacetate decarboxylase,Energy production and conversion,A0A6C7ANV5
STMUK_0057,STMUK_0057,,66655,66894,-,oxaloacetate decarboxylase subunit gamma,Energy production and conversion,A0A3Z2FC29
STMUK_0058,STMUK_0058,,67053,68393,-,putative citrate-sodium symporter,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z2FC66
STMUK_0059,citC2,,68638,69681,+,putative citrate lyase synthetase,Coenzyme transport and metabolism,A0A3Z2FBV3
STMUK_0060,citD2,,69711,70004,+,citrate lyase subunit gamma,Energy production and conversion,A0A3Z2FBZ6
STMUK_0061,citE2,,70001,70870,+,putative citrate lyase beta chain,Carbohydrate transport and metabolism,A0A6C7AH36
STMUK_0062,citF2,,70881,72401,+,putative citrate lyase alpha chain/citrate-ACP transferase,Energy production and conversion,A0A3Z2FBZ8
STMUK_0063,citX2,,72401,72952,+,putative cytoplasmic protein,Coenzyme transport and metabolism,A0A3Z6NVY7
STMUK_0064,citG2,,72930,73838,+,triphosphoribosyl-dephospho-CoA synthase,Nucleotide transport and metabolism,A0A3Z2FC23
STMUK_0065,dapB,,74018,74839,+,dihydrodipicolinate reductase,Amino acid transport and metabolism,A0A3Z2FCB7
STMUK_0066,STMUK_0066,,74965,75240,-,putative viral protein,No COG annotation,A0A6C7ANW4
STMUK_0067,carA,,75882,77030,+,carbamoyl phosphate synthase small subunit,Nucleotide transport and metabolism,A0A3Z2F4F9
STMUK_0068,carB,,77049,80276,+,carbamoyl phosphate synthase large subunit,Nucleotide transport and metabolism,A0A3Z2F4H6
STMUK_0069,caiF,,80550,80945,+,DNA-binding transcriptional activator CaiF,Transcription,A0A3Z2F4K0
STMUK_0070,caiE,,81022,81618,-,carnitine operon protein CaiE,Function unknown,A0A3Z6NW29
STMUK_0071,caiD,,81727,82512,-,carnitinyl-CoA dehydratase,Coenzyme transport and metabolism,A0A3Z2F4I2
STMUK_0072,caiC,,82566,84119,-,putative crotonobetaine/carnitine-CoA ligase,Lipid transport and metabolism,A0A6C7AKU6
STMUK_0073,caiB,,84182,85399,-,crotonobetainyl-CoA:carnitine CoA-transferase,Energy production and conversion,A0A3Z2F4G3
STMUK_0074,caiA,,85511,86653,-,crotonobetainyl-CoA dehydrogenase,Lipid transport and metabolism,A0A3Z2F4F5
STMUK_0075,caiT,,86688,88205,-,L-carnitine/gamma-butyrobetaine antiporter,Cell wall/membrane/envelope biogenesis,A0A6C7AH26
STMUK_0076,fixA,,88686,89456,+,putative electron transfer flavoprotein FixA,Energy production and conversion,A0A3Z6NW70
STMUK_0077,fixB,,89472,90413,+,putative electron transfer flavoprotein FixB,Energy production and conversion,A0A3Z2F4I3
STMUK_0078,fixC,,90463,91749,+,putative oxidoreductase FixC,Energy production and conversion,A0A3Z2F4L1
STMUK_0079,fixX,,91746,92033,+,putative ferredoxin,Energy production and conversion,A0A3Z2F4G2
STMUK_0080,yaaU,,92180,93520,+,putative transport protein,Carbohydrate transport and metabolism,A0A3Z2F4J2
STMUK_0081,STMUK_0081,,93609,93839,+,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,A0A3Z2F4G6
STMUK_0082,STMUK_0082,,94133,94549,+,putative secreted protein,No COG annotation,A0A3Z2F4H4
STMUK_0083,STMUK_0083,,94773,95063,-,putative secreted protein,Function unknown,A0A3Z2F4G5
STMUK_0084,STMUK_0084,,95273,95467,+,putative inner membrane protein,No COG annotation,A0A3Z6NVY5
STMUK_0085,STMUK_0085,,95961,97850,+,putative sulfatase,Inorganic ion transport and metabolism,A0A3Z2F4H7
STMUK_0086,yabF,,98257,98787,+,glutathione-regulated potassium-efflux system ancillary protein KefF,Energy production and conversion,A0A3Z2F4I1
STMUK_0087,kefC,,98780,100642,+,glutathione-regulated potassium-efflux system protein KefC,Inorganic ion transport and metabolism,A0A3Z2F4J5
STMUK_0088,folA,,100841,101320,+,dihydrofolate reductase,Coenzyme transport and metabolism,A0A3Z2F4H2
STMUK_0089,apaH,,101426,102274,-,diadenosine tetraphosphatase,Signal transduction mechanisms,A0A3Z2F4K2
STMUK_0090,apaG,,102285,102662,-,ApaG,Inorganic ion transport and metabolism,A0A3Z2F4H5
STMUK_0091,ksgA,,102665,103486,-,dimethyladenosine transferase,"Translation, ribosomal structure and biogenesis",A0A3Z2F4I5
STMUK_0092,pdxA,,103483,104472,-,4-hydroxythreonine-4-phosphate dehydrogenase 2,Coenzyme transport and metabolism,A0A3Z2F4H3
STMUK_0093,surA,,104472,105758,-,peptidyl-prolyl cis-trans isomerase SurA,Cell wall/membrane/envelope biogenesis,A0A3Z2F4I7
STMUK_0094,imp,,105812,108172,-,organic solvent tolerance protein,Cell wall/membrane/envelope biogenesis,A0A6C7AGJ7
STMUK_0095,djlA,,108426,109238,+,Dna-J like membrane chaperone protein,"Post-translational modification, protein turnover,and chaperones",A0A3Z6NW08
STMUK_0096,rluA,,109333,109992,-,23S rRNA/tRNA pseudouridine synthase A,"Translation, ribosomal structure and biogenesis",A0A3Z6NW94
STMUK_0097,hepA,,110004,112910,-,ATP-dependent helicase HepA,Transcription,A0A3Z2F4N1
STMUK_0098,polB,,113084,115435,-,DNA polymerase II,"Replication, recombination and repair",A0A3Z2F4L3
STMUK_0099,STMUK_0099,,115479,116099,-,putative secreted protein,Function unknown,A0A3Z6NW51
STMUK_0100,STMUK_0100,,116301,116603,+,putative inner membrane protein,No COG annotation,A0A6C7AM74
STMUK_0101,STMUK_0101,,116818,117237,+,putative cytoplasmic protein,Function unknown,A0A3Z2FC73
STMUK_0102,araD,,117243,117938,-,L-ribulose-5-phosphate 4-epimerase,Carbohydrate transport and metabolism,A0A3Z2FBW5
STMUK_0103,araA,,118079,119581,-,L-arabinose isomerase,Carbohydrate transport and metabolism,A0A3Z6NW27
STMUK_0104,araB,,119592,121301,-,ribulokinase,Nucleotide transport and metabolism,A0A3Z6NW06
STMUK_0105,araC,,121642,122487,+,DNA-binding transcriptional regulator AraC,Transcription,A0A3Z6NW17
STMUK_0106,yabI,,122606,123373,+,hypothetical protein,Function unknown,A0A6C7AP07
STMUK_0107,thiQ,,123412,124119,-,thiamine transporter ATP-binding subunit,Coenzyme transport and metabolism,A0A3Z2FC32
STMUK_0108,sfuB,,124103,125713,-,thiamine transporter membrane protein,Inorganic ion transport and metabolism,A0A6C7AIU0
STMUK_0109,tbpA,,125689,126672,-,thiamine transporter substrate binding subunit,Coenzyme transport and metabolism,A0A3Z6NW60
STMUK_0110,yabN,,126850,128508,-,transcriptional regulator SgrR,Transcription,A0A3Z2F3G0
STMUK_0111,STMUK_0111,,128601,128723,+,hypothetical protein,Function unknown,A0A3Z2F3F5
STMUK_0112,leuD,,129059,129664,-,isopropylmalate isomerase small subunit,Amino acid transport and metabolism,A0A3Z2F3F2
STMUK_0113,leuC,,129675,131075,-,isopropylmalate isomerase large subunit,Amino acid transport and metabolism,A0A3Z6NW39
STMUK_0114,leuB,,131078,132169,-,3-isopropylmalate dehydrogenase,Energy production and conversion,A0A3Z6NW19
STMUK_0115,leuA,,132169,133740,-,2-isopropylmalate synthase,Amino acid transport and metabolism,A0A3Z6NW25
STMUK_0116,leuL,,133828,133914,-,leu operon leader peptide,No COG annotation,A0A3Z6NWB2
STMUK_0117,leuO,,134571,135515,+,leucine transcriptional activator,Transcription,A0A6C7AS82
STMUK_0118,ilvI,,135900,137561,+,acetolactate synthase 3 catalytic subunit,Coenzyme transport and metabolism,A0A6C7AIU9
STMUK_0119,ilvH,,137564,138055,+,acetolactate synthase 3 regulatory subunit,Amino acid transport and metabolism,A0A3Z2F3F3
STMUK_0120,fruR,,138339,139343,+,DNA-binding transcriptional regulator FruR,Transcription,A0A3Z2F3F1
STMUK_0121,yabB,,139949,140407,+,cell division protein MraZ,Transcription,A0A3Z6NW32
STMUK_0122,mraW,,140409,141350,+,S-adenosyl-methyltransferase MraW,"Translation, ribosomal structure and biogenesis",A0A3Z2F3E1
STMUK_0123,ftsL,,141347,141712,+,cell division protein FtsL,"Cell cycle control, cell division, chromosome partitioning",A0A3Z6NW48
STMUK_0124,ftsI,,141728,143494,+,division specific transpeptidase,"Cell cycle control, cell division, chromosome partitioning",A0A3Z6NW28
STMUK_0125,murE,,143481,144968,+,UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C 6-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,A0A3Z6NW37
STMUK_0126,murF,,144965,146323,+,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,Cell wall/membrane/envelope biogenesis,A0A3Z2F3E0
STMUK_0127,mraY,,146317,147399,+,phospho-N-acetylmuramoyl-pentapeptide- transferase,Cell wall/membrane/envelope biogenesis,A0A3Z2F3D8
STMUK_0128,murD,,147402,148718,+,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,Cell wall/membrane/envelope biogenesis,A0A3Z6NW44
STMUK_0129,ftsW,,148718,149962,+,cell division protein FtsW,"Cell cycle control, cell division, chromosome partitioning",A0A3Z2F3E3
STMUK_0130,murG,,149959,151026,+,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,Cell wall/membrane/envelope biogenesis,A0A3Z6NW61
STMUK_0131,murC,,151145,152620,+,UDP-N-acetylmuramate--L-alanine ligase,Cell wall/membrane/envelope biogenesis,A0A3Z2F3D6
STMUK_0132,ddl,,152613,153533,+,D-alanyl-alanine synthetase A,Nucleotide transport and metabolism,A0A3Z2F3C9
STMUK_0133,ftsQ,,153535,154365,+,cell division protein FtsQ,"Cell cycle control, cell division, chromosome partitioning",A0A6C7AID4
STMUK_0134,ftsA,,154362,155624,+,cell division protein FtsA,"Cell cycle control, cell division, chromosome partitioning",A0A3Z2F3D5
STMUK_0135,ftsZ,,155685,156836,+,cell division protein FtsZ,"Cell cycle control, cell division, chromosome partitioning",A0A3Z6NW49
STMUK_0136,lpxC,,156937,157854,+,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,Nucleotide transport and metabolism,A0A3Z6NWC7
STMUK_0137,yacA,,158202,158630,+,SecA regulator SecM,Function unknown,A0A6C7ASA2
STMUK_0138,secA,,158692,161397,+,preprotein translocase subunit SecA,"Intracellular trafficking, secretion, and vesicular transport",A0A3Z2F3D4
