,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
137,STMMW_00301,SL1344_0031,100.0,334,0,0,1,334,1,334,0.0,689.0,334,1.0,<=>
154,STMMW_00311,SL1344_0032,100.0,146,0,0,1,146,1,146,1.0299999999999998e-107,300.0,146,1.0,<=>
159,STMMW_00331,SL1344_0033,99.825,572,1,0,1,572,1,572,0.0,1190.0,572,1.0,<=>
164,STMMW_00341,SL1344_0034,100.0,523,0,0,1,523,1,523,0.0,1066.0,523,1.0,<=>
168,STMMW_00351,SL1344_0035,100.0,253,0,0,1,253,1,253,0.0,521.0,253,1.0,<=>
170,STMMW_00361,SL1344_0036,100.0,497,0,0,1,497,1,497,0.0,1026.0,497,1.0,<=>
174,STMMW_00371,SL1344_0037,100.0,396,0,0,1,396,1,396,0.0,840.0,396,1.0,<=>
179,STMMW_00381,SL1344_0038,99.76,417,1,0,1,417,1,417,0.0,871.0,417,1.0,<=>
181,STMMW_00391,SL1344_0039,99.825,571,1,0,1,571,1,571,0.0,1185.0,571,1.0,<=>
186,STMMW_00401,SL1344_0040,100.0,388,0,0,1,388,1,388,0.0,759.0,388,1.0,<=>
187,STMMW_00411,SL1344_0041,100.0,299,0,0,1,299,1,299,0.0,621.0,299,1.0,<=>
204,STMMW_00421,SL1344_0042,100.0,679,0,0,1,679,1,679,0.0,1418.0,679,1.0,<=>
207,STMMW_00431,SL1344_0043,100.0,457,0,0,1,457,1,457,0.0,916.0,457,1.0,<=>
214,STMMW_00441,SL1344_0044,100.0,87,0,0,1,87,1,87,4e-58,170.0,87,1.0,<=>
215,STMMW_00451,SL1344_0045,100.0,71,0,0,1,71,1,71,1.01e-48,145.0,71,1.0,<=>
216,STMMW_00461,SL1344_0046,100.0,312,0,0,1,312,1,312,0.0,626.0,312,1.0,<=>
217,STMMW_00471,SL1344_0047,99.89399999999999,944,1,0,1,944,1,944,0.0,1964.0,944,1.0,<=>
222,STMMW_00481,SL1344_0048,100.0,166,0,0,1,166,1,166,4.489999999999999e-121,335.0,166,1.0,<=>
223,STMMW_00491,SL1344_0049,100.0,149,0,0,1,149,1,149,2.4099999999999994e-108,301.0,149,1.0,<=>
225,STMMW_00501,SL1344_0050,100.0,316,0,0,1,316,1,316,0.0,645.0,316,1.0,<=>
226,STMMW_00511,SL1344_0051,100.0,400,0,0,1,400,1,400,0.0,830.0,400,1.0,<=>
227,STMMW_00521,SL1344_0052,100.0,306,0,0,1,306,1,306,0.0,629.0,306,1.0,<=>
229,STMMW_00531,SL1344_0053,100.0,228,0,0,1,228,1,228,1.2999999999999996e-171,468.0,228,1.0,<=>
249,STMMW_00541,SL1344_0054,100.0,539,0,0,1,539,1,539,0.0,1108.0,539,1.0,<=>
259,STMMW_00551,SL1344_0745,100.0,433,0,0,1,433,1,433,0.0,839.0,433,1.0,<=>
262,STMMW_00561,SL1344_0056,99.831,591,1,0,1,591,1,591,0.0,1199.0,591,1.0,<=>
266,STMMW_00571,SL1344_0057,100.0,79,0,0,1,79,1,79,2.7099999999999995e-52,154.0,79,1.0,<=>
269,STMMW_00581,SL1344_0058,100.0,446,0,0,1,446,1,446,0.0,889.0,446,1.0,<=>
270,STMMW_00591,SL1344_0059,99.713,348,0,1,1,347,1,348,0.0,713.0,347,1.0028818443804035,<=>
272,STMMW_00601,SL1344_0060,100.0,97,0,0,1,97,1,97,4.51e-65,188.0,97,1.0,<=>
274,STMMW_00611,SL1344_0061,100.0,289,0,0,1,289,1,289,0.0,587.0,289,1.0,<=>
278,STMMW_00621,SL1344_0062,99.802,506,1,0,1,506,1,506,0.0,1041.0,506,1.0,<=>
280,STMMW_00631,SL1344_0063,100.0,183,0,0,1,183,1,183,7.299999999999997e-136,374.0,183,1.0,<=>
282,STMMW_00641,SL1344_0064,99.663,297,1,0,6,302,1,297,0.0,608.0,302,0.9834437086092715,<=>
286,STMMW_00651,SL1344_0065,100.0,273,0,0,1,273,1,273,0.0,547.0,273,1.0,<=>
287,STMMW_00681,SL1344_0067,100.0,382,0,0,1,382,1,382,0.0,793.0,382,1.0,<=>
291,STMMW_00691,SL1344_0068,100.0,1075,0,0,1,1075,1,1075,0.0,2208.0,1075,1.0,<=>
295,STMMW_00701,SL1344_0069,100.0,131,0,0,1,131,1,131,1.5199999999999998e-96,270.0,131,1.0,<=>
297,STMMW_00711,SL1344_0070,100.0,198,0,0,1,198,1,198,1.3599999999999996e-148,407.0,198,1.0,<=>
299,STMMW_00721,SL1344_0071,100.0,261,0,0,1,261,1,261,0.0,526.0,261,1.0,<=>
303,STMMW_00731,SL1344_0072,100.0,517,0,0,1,517,1,517,0.0,1084.0,517,1.0,<=>
312,STMMW_00751,SL1344_0074,100.0,380,0,0,1,380,1,380,0.0,791.0,380,1.0,<=>
317,STMMW_00761,SL1344_0075,100.0,505,0,0,1,505,1,505,0.0,1020.0,505,1.0,<=>
318,STMMW_00771,SL1344_0076,100.0,256,0,0,1,256,1,256,0.0,514.0,256,1.0,<=>
321,STMMW_00781,SL1344_0077,100.0,313,0,0,1,313,1,313,0.0,644.0,313,1.0,<=>
324,STMMW_00791,SL1344_0078,100.0,428,0,0,1,428,1,428,0.0,870.0,428,1.0,<=>
328,STMMW_00801,SL1344_0079,100.0,95,0,0,1,95,1,95,4.6299999999999987e-69,198.0,95,1.0,<=>
330,STMMW_00811,SL1344_0080,100.0,446,0,0,29,474,1,446,0.0,891.0,474,0.9409282700421941,<=>
350,STMMW_00821,SL1344_0081,100.0,76,0,0,12,87,1,76,5.250000000000001e-53,157.0,87,0.8735632183908046,<=>
355,STMMW_00841,SL1344_0082,100.0,138,0,0,1,138,1,138,1.6399999999999995e-104,291.0,138,1.0,<=>
356,STMMW_00851,SL1344_0083,100.0,96,0,0,1,96,1,96,1.5199999999999995e-67,194.0,96,1.0,<=>
360,STMMW_00881,SL1344_0084,100.0,629,0,0,1,629,1,629,0.0,1318.0,629,1.0,<=>
365,STMMW_00901,SL1344_0086,100.0,176,0,0,1,176,1,176,2.739999999999999e-133,367.0,176,1.0,<=>
368,STMMW_00911,SL1344_0087,100.0,620,0,0,1,620,1,620,0.0,1227.0,620,1.0,<=>
372,STMMW_00921,SL1344_0088,99.37100000000001,159,1,0,1,159,1,159,8.009999999999998e-120,332.0,159,1.0,<=>
373,STMMW_00931,SL1344_0089,100.0,282,0,0,1,282,1,282,0.0,585.0,282,1.0,<=>
376,STMMW_00941,SL1344_0090,100.0,125,0,0,1,125,1,125,2.73e-91,256.0,125,1.0,<=>
377,STMMW_00951,SL1344_0091,100.0,273,0,0,1,273,1,273,0.0,565.0,273,1.0,<=>
378,STMMW_00961,SL1344_0092,100.0,329,0,0,1,329,1,329,0.0,662.0,329,1.0,<=>
380,STMMW_00971,SL1344_0093,99.766,428,1,0,1,428,1,428,0.0,876.0,428,1.0,<=>
385,STMMW_00981,SL1344_0094,100.0,786,0,0,1,786,1,786,0.0,1637.0,786,1.0,<=>
386,STMMW_00991,SL1344_0095,100.0,270,0,0,1,270,1,270,0.0,560.0,270,1.0,<=>
388,STMMW_01001,SL1344_0096,100.0,219,0,0,1,219,1,219,1.6899999999999994e-167,457.0,219,1.0,<=>
392,STMMW_01011,SL1344_0097,100.0,968,0,0,1,968,1,968,0.0,1986.0,968,1.0,<=>
395,STMMW_01021,SL1344_0098,100.0,783,0,0,1,783,1,783,0.0,1626.0,783,1.0,<=>
396,STMMW_01031,SL1344_0099,100.0,206,0,0,1,206,1,206,3.299999999999999e-154,422.0,206,1.0,<=>
399,STMMW_01061,SL1344_0100,100.0,139,0,0,1,139,1,139,2.11e-104,291.0,139,1.0,<=>
400,STMMW_01071,SL1344_0101,100.0,231,0,0,1,231,1,231,2.129999999999999e-177,483.0,231,1.0,<=>
404,STMMW_01081,SL1344_0102,100.0,500,0,0,1,500,1,500,0.0,1044.0,500,1.0,<=>
405,STMMW_01091,SL1344_0103,100.0,569,0,0,1,569,1,569,0.0,1172.0,569,1.0,<=>
410,STMMW_01101,SL1344_0104,100.0,281,0,0,1,281,1,281,0.0,586.0,281,1.0,<=>
428,STMMW_01111,SL1344_0105,100.0,255,0,0,1,255,1,255,0.0,503.0,255,1.0,<=>
432,STMMW_01121,SL1344_0106,100.0,235,0,0,1,235,1,235,9.239999999999997e-173,472.0,235,1.0,<=>
518,STMMW_01131,SL1344_0107,100.0,536,0,0,1,536,1,536,0.0,1057.0,536,1.0,<=>
523,STMMW_01141,SL1344_0108,100.0,327,0,0,1,327,1,327,0.0,669.0,327,1.0,<=>
524,STMMW_01151,SL1344_0109,100.0,552,0,0,1,552,1,552,0.0,1134.0,552,1.0,<=>
531,STMMW_01161,SL1344_0110,100.0,201,0,0,1,201,1,201,1.3899999999999996e-152,418.0,201,1.0,<=>
533,STMMW_01171,SL1344_0111,100.0,466,0,0,1,466,1,466,0.0,963.0,466,1.0,<=>
537,STMMW_01181,SL1344_0112,100.0,363,0,0,1,363,1,363,0.0,748.0,363,1.0,<=>
539,STMMW_01191,SL1344_0113,100.0,523,0,0,1,523,1,523,0.0,1082.0,523,1.0,<=>
540,STMMW_01201,SL1344_0114,100.0,28,0,0,1,28,1,28,4.43e-15,57.4,28,1.0,<=>
541,STMMW_01211,SL1344_0115,100.0,314,0,0,1,314,1,314,0.0,654.0,314,1.0,<=>
562,STMMW_01221,SL1344_0116,100.0,553,0,0,1,553,1,553,0.0,1146.0,553,1.0,<=>
569,STMMW_01231,SL1344_0117,100.0,163,0,0,1,163,1,163,1.2299999999999997e-116,324.0,163,1.0,<=>
571,STMMW_01241,SL1344_0118,100.0,334,0,0,1,334,1,334,0.0,687.0,334,1.0,<=>
585,STMMW_01251,SL1344_0119,100.0,152,0,0,1,152,1,152,4.949999999999998e-113,314.0,152,1.0,<=>
586,STMMW_01261,SL1344_0120,100.0,313,0,0,1,313,1,313,0.0,632.0,313,1.0,<=>
587,STMMW_01271,SL1344_0121,100.0,121,0,0,1,121,1,121,7.17e-87,245.0,121,1.0,<=>
588,STMMW_01281,SL1344_0122,100.0,588,0,0,1,588,1,588,0.0,1202.0,588,1.0,<=>
593,STMMW_01291,SL1344_0123,100.0,495,0,0,1,495,1,495,0.0,1012.0,495,1.0,<=>
597,STMMW_01301,SL1344_0124,100.0,452,0,0,1,452,1,452,0.0,919.0,452,1.0,<=>
600,STMMW_01311,SL1344_0125,100.0,360,0,0,1,360,1,360,0.0,719.0,360,1.0,<=>
601,STMMW_01321,SL1344_0126,100.0,438,0,0,1,438,1,438,0.0,895.0,438,1.0,<=>
605,STMMW_01331,SL1344_0127,100.0,385,0,0,1,385,1,385,0.0,771.0,385,1.0,<=>
607,STMMW_01341,SL1344_0128,100.0,355,0,0,1,355,1,355,0.0,712.0,355,1.0,<=>
608,STMMW_01351,SL1344_0129,100.0,491,0,0,1,491,1,491,0.0,1006.0,491,1.0,<=>
611,STMMW_01361,SL1344_0130,100.0,306,0,0,1,306,1,306,0.0,618.0,306,1.0,<=>
613,STMMW_01371,SL1344_0131,100.0,276,0,0,1,276,1,276,0.0,569.0,276,1.0,<=>
614,STMMW_01381,SL1344_0132,100.0,420,0,0,1,420,1,420,0.0,855.0,420,1.0,<=>
615,STMMW_01391,SL1344_0133,100.0,383,0,0,1,383,1,383,0.0,762.0,383,1.0,<=>
616,STMMW_01401,SL1344_0134,100.0,305,0,0,1,305,1,305,0.0,632.0,305,1.0,<=>
617,STMMW_01411,SL1344_0135,100.0,142,0,0,1,142,1,142,2.6999999999999998e-101,283.0,142,1.0,<=>
618,STMMW_01421,SL1344_0136,100.0,901,0,0,1,901,1,901,0.0,1863.0,901,1.0,<=>
621,STMMW_01431,SL1344_0137,100.0,131,0,0,1,131,1,131,4.629999999999999e-95,266.0,131,1.0,<=>
627,STMMW_01441,SL1344_0138,100.0,63,0,0,1,63,1,63,5.35e-43,130.0,63,1.0,<=>
628,STMMW_01451,SL1344_0139,99.595,247,1,0,1,247,1,247,0.0,498.0,247,1.0,<=>
629,STMMW_01461,SL1344_0140,100.0,206,0,0,1,206,1,206,1.7299999999999993e-152,418.0,206,1.0,<=>
630,STMMW_01471,SL1344_0141,100.0,347,0,0,1,347,1,347,0.0,715.0,347,1.0,<=>
632,STMMW_01481,SL1344_0142,100.0,400,0,0,1,400,1,400,0.0,805.0,400,1.0,<=>
633,STMMW_01491,SL1344_0143,100.0,461,0,0,1,461,1,461,0.0,944.0,461,1.0,<=>
637,STMMW_01501,SL1344_0144,100.0,145,0,0,1,145,1,145,4.569999999999999e-108,301.0,145,1.0,<=>
638,STMMW_01511,SL1344_0145,100.0,248,0,0,1,248,1,248,0.0,505.0,248,1.0,<=>
639,STMMW_01521,SL1344_0146,100.0,187,0,0,1,187,1,187,3.159999999999999e-142,390.0,187,1.0,<=>
641,STMMW_01531,SL1344_0147,100.0,284,0,0,1,284,1,284,0.0,575.0,284,1.0,<=>
642,STMMW_01541,SL1344_0148,100.0,316,0,0,1,316,1,316,0.0,662.0,316,1.0,<=>
643,STMMW_01551,SL1344_0149,100.0,468,0,0,1,468,1,468,0.0,956.0,468,1.0,<=>
650,STMMW_01561,SL1344_0150,99.781,457,1,0,1,457,1,457,0.0,918.0,457,1.0,<=>
664,STMMW_01571,SL1344_0151,100.0,254,0,0,1,254,1,254,0.0,508.0,254,1.0,<=>
682,STMMW_01581,SL1344_0152,100.0,887,0,0,1,887,1,887,0.0,1846.0,887,1.0,<=>
685,STMMW_01591,SL1344_0153,100.0,629,0,0,1,629,1,629,0.0,1242.0,629,1.0,<=>
687,STMMW_01601,SL1344_0154,100.0,474,0,0,1,474,1,474,0.0,957.0,474,1.0,<=>
693,STMMW_01611,SL1344_0155,100.0,94,0,0,1,94,1,94,6.249999999999999e-66,190.0,94,1.0,<=>
694,STMMW_01621,SL1344_0156,100.0,263,0,0,1,263,1,263,0.0,545.0,263,1.0,<=>
695,STMMW_01641,SL1344_0159,100.0,865,0,0,1,865,1,865,0.0,1775.0,865,1.0,<=>
697,STMMW_01651,SL1344_0160,100.0,280,0,0,1,280,1,280,0.0,570.0,280,1.0,<=>
698,STMMW_01661,SL1344_0161,100.0,120,0,0,1,120,1,120,1.0399999999999998e-86,244.0,120,1.0,<=>
699,STMMW_01671,SL1344_0162,100.0,317,0,0,1,317,1,317,0.0,602.0,317,1.0,<=>
701,STMMW_01681,SL1344_0163,100.0,423,0,0,1,423,1,423,0.0,852.0,423,1.0,<=>
703,STMMW_01691,SL1344_0164,99.694,327,1,0,1,327,1,327,0.0,663.0,327,1.0,<=>
705,STMMW_01701,SL1344_0165,100.0,255,0,0,1,255,1,255,0.0,523.0,255,1.0,<=>
717,STMMW_01711,SL1344_0166,99.62100000000001,264,1,0,1,264,1,264,0.0,548.0,264,1.0,<=>
718,STMMW_01721,SL1344_0167,100.0,286,0,0,1,286,1,286,0.0,600.0,286,1.0,<=>
719,STMMW_01731,SL1344_0168,100.0,115,0,0,1,115,1,115,4.58e-84,238.0,115,1.0,<=>
720,STMMW_01741,SL1344_0169,100.0,536,0,0,1,536,1,536,0.0,1105.0,536,1.0,<=>
723,STMMW_01751,SL1344_0170,100.0,796,0,0,1,796,1,796,0.0,1629.0,796,1.0,<=>
724,STMMW_01761,SL1344_0171,100.0,178,0,0,1,178,1,178,2.0799999999999997e-129,357.0,178,1.0,<=>
726,STMMW_01771,SL1344_0172,100.0,220,0,0,1,220,1,220,7.699999999999998e-167,455.0,220,1.0,<=>
728,STMMW_01781,SL1344_0173,100.0,308,0,0,1,308,1,308,0.0,630.0,308,1.0,<=>
813,STMMW_01791,SL1344_0174,100.0,256,0,0,1,256,1,256,0.0,508.0,256,1.0,<=>
814,STMMW_01801,SL1344_0175,100.0,359,0,0,1,359,1,359,0.0,743.0,359,1.0,<=>
817,STMMW_01811,SL1344_0176,99.882,848,1,0,1,848,1,848,0.0,1748.0,848,1.0,<=>
829,STMMW_01821,SL1344_0177,100.0,227,0,0,1,227,1,227,8.709999999999997e-173,471.0,227,1.0,<=>
843,STMMW_01831,SL1344_0178,100.0,179,0,0,1,179,1,179,3.699999999999999e-131,362.0,179,1.0,<=>
856,STMMW_01841,SL1344_0179,100.0,146,0,0,1,146,1,146,1.8899999999999995e-110,307.0,146,1.0,<=>
858,STMMW_01851,SL1344_0180,100.0,409,0,0,1,409,1,409,0.0,847.0,409,1.0,<=>
860,STMMW_01861,SL1344_0181,100.0,126,0,0,1,126,1,126,2.68e-93,262.0,126,1.0,<=>
861,STMMW_01871,SL1344_0182,99.648,284,1,0,1,284,1,284,0.0,579.0,284,1.0,<=>
862,STMMW_01881,SL1344_0183,99.62,263,1,0,1,263,1,263,0.0,541.0,263,1.0,<=>
863,STMMW_01891,SL1344_0184,100.0,159,0,0,1,159,1,159,2.0899999999999992e-117,325.0,159,1.0,<=>
864,STMMW_01901,SL1344_0185,100.0,472,0,0,1,472,1,472,0.0,976.0,472,1.0,<=>
866,STMMW_01911,SL1344_0186,99.681,313,1,0,1,313,1,313,0.0,642.0,313,1.0,<=>
869,STMMW_01921,SL1344_0187,100.0,151,0,0,1,151,1,151,5.48e-112,311.0,151,1.0,<=>
871,STMMW_01931,SL1344_0188,100.0,234,0,0,1,234,1,234,2.879999999999999e-180,491.0,234,1.0,<=>
872,STMMW_01941,SL1344_0189,98.86399999999999,176,2,0,1,176,1,176,3.759999999999999e-129,357.0,176,1.0,<=>
873,STMMW_01951,SL1344_0190,100.0,824,0,0,1,824,1,824,0.0,1648.0,824,1.0,<=>
876,STMMW_01961,SL1344_0191,100.0,840,0,0,1,840,1,840,0.0,1719.0,840,1.0,<=>
883,STMMW_01971,SL1344_0192,100.0,729,0,0,1,729,1,729,0.0,1511.0,729,1.0,<=>
892,STMMW_01981,SL1344_0193,100.0,265,0,0,1,265,1,265,0.0,539.0,265,1.0,<=>
978,STMMW_01991,SL1344_0194,100.0,296,0,0,1,296,1,296,0.0,607.0,296,1.0,<=>
979,STMMW_02001,SL1344_0195,100.0,685,0,0,1,685,1,685,0.0,1322.0,685,1.0,<=>
988,STMMW_02011,SL1344_0196,100.0,186,0,0,1,186,1,186,4.469999999999999e-134,370.0,186,1.0,<=>
998,STMMW_02021,SL1344_0197,99.887,885,1,0,1,885,1,885,0.0,1819.0,885,1.0,<=>
1010,STMMW_02031,SL1344_0198,100.0,250,0,0,1,250,1,250,0.0,514.0,250,1.0,<=>
1023,STMMW_02041,SL1344_0199,100.0,155,0,0,1,155,1,155,1.1599999999999996e-111,310.0,155,1.0,<=>
1025,STMMW_02051,SL1344_0200,100.0,158,0,0,1,158,1,158,1.2199999999999997e-116,323.0,158,1.0,<=>
1029,STMMW_02061,SL1344_0201,100.0,176,0,0,1,176,1,176,6.579999999999997e-129,356.0,176,1.0,<=>
1034,STMMW_02071,SL1344_0202,100.0,279,0,0,1,279,1,279,0.0,576.0,279,1.0,<=>
1035,STMMW_02081,SL1344_0203,100.0,426,0,0,1,426,1,426,0.0,872.0,426,1.0,<=>
1041,STMMW_02091,SL1344_0204,100.0,473,0,0,1,473,1,473,0.0,938.0,473,1.0,<=>
1043,STMMW_02101,SL1344_0205,100.0,114,0,0,16,129,1,114,5.399999999999999e-82,233.0,129,0.8837209302325582,<=>
1047,STMMW_02111,SL1344_0206,100.0,207,0,0,1,207,1,207,4.1099999999999984e-147,404.0,207,1.0,<=>
1049,STMMW_02121,SL1344_0207,100.0,266,0,0,1,266,1,266,0.0,540.0,266,1.0,<=>
1050,STMMW_02131,SL1344_0208,100.0,232,0,0,1,232,1,232,3.219999999999999e-172,470.0,232,1.0,<=>
1052,STMMW_02141,SL1344_0209,100.0,435,0,0,71,505,1,435,0.0,905.0,505,0.8613861386138614,<=>
1053,STMMW_02151,SL1344_0210,100.0,475,0,0,1,475,1,475,0.0,946.0,475,1.0,<=>
1057,STMMW_02161,SL1344_0211,100.0,385,0,0,1,385,1,385,0.0,779.0,385,1.0,<=>
1058,STMMW_02171,SL1344_0212,100.0,128,0,0,1,128,1,128,1.2699999999999996e-91,258.0,128,1.0,<=>
1067,STMMW_02191,SL1344_0214,100.0,274,0,0,1,274,1,274,0.0,561.0,274,1.0,<=>
1068,STMMW_02201,SL1344_0215,100.0,890,0,0,1,890,1,890,0.0,1823.0,890,1.0,<=>
1069,STMMW_02211,SL1344_0216,100.0,264,0,0,1,264,1,264,0.0,541.0,264,1.0,<=>
1071,STMMW_02221,SL1344_0217,100.0,241,0,0,1,241,1,241,0.0,498.0,241,1.0,<=>
1072,STMMW_02231,SL1344_0218,99.647,283,1,0,1,283,1,283,0.0,561.0,283,1.0,<=>
1073,STMMW_02241,SL1344_0219,100.0,241,0,0,1,241,1,241,6.889999999999997e-180,490.0,241,1.0,<=>
1075,STMMW_02251,SL1344_0220,100.0,185,0,0,1,185,1,185,1.2799999999999997e-133,369.0,185,1.0,<=>
1076,STMMW_02261,SL1344_0221,100.0,398,0,0,1,398,1,398,0.0,824.0,398,1.0,<=>
1077,STMMW_02271,SL1344_0222,100.0,252,0,0,1,252,1,252,0.0,521.0,252,1.0,<=>
1078,STMMW_02281,SL1344_0223,100.0,285,0,0,1,285,1,285,0.0,561.0,285,1.0,<=>
1079,STMMW_02291,SL1344_0224,100.0,450,0,0,1,450,1,450,0.0,908.0,450,1.0,<=>
1083,STMMW_02301,SL1344_0225,100.0,804,0,0,1,804,1,804,0.0,1650.0,804,1.0,<=>
1084,STMMW_02311,SL1344_0226,100.0,161,0,0,1,161,1,161,3.869999999999999e-115,320.0,161,1.0,<=>
1085,STMMW_02321,SL1344_0227,100.0,341,0,0,1,341,1,341,0.0,694.0,341,1.0,<=>
1089,STMMW_02331,SL1344_0228,100.0,151,0,0,1,151,1,151,2.5799999999999997e-110,307.0,151,1.0,<=>
1091,STMMW_02341,SL1344_0229,100.0,262,0,0,1,262,1,262,0.0,533.0,262,1.0,<=>
1093,STMMW_02351,SL1344_0230,100.0,382,0,0,1,382,1,382,0.0,781.0,382,1.0,<=>
1094,STMMW_02361,SL1344_0231,100.0,198,0,0,1,198,1,198,3.419999999999999e-146,401.0,198,1.0,<=>
1095,STMMW_02371,SL1344_0232,99.914,1160,1,0,1,1160,1,1160,0.0,2382.0,1160,1.0,<=>
1096,STMMW_02381,SL1344_0233,100.0,319,0,0,1,319,1,319,0.0,649.0,319,1.0,<=>
1097,STMMW_02391,SL1344_0234,99.83,587,1,0,1,587,1,587,0.0,1208.0,587,1.0,<=>
1099,STMMW_02401,SL1344_0235,100.0,713,0,0,1,713,1,713,0.0,1492.0,713,1.0,<=>
1104,STMMW_02411,SL1344_0236,100.0,129,0,0,1,129,1,129,1.86e-96,270.0,129,1.0,<=>
1105,STMMW_02421,SL1344_0237,100.0,403,0,0,1,403,1,403,0.0,811.0,403,1.0,<=>
1106,STMMW_02431,SL1344_0238,100.0,84,0,0,3,86,1,84,3.7299999999999995e-59,172.0,86,0.9767441860465116,<=>
1107,STMMW_02441,SL1344_0239,100.0,72,0,0,1,72,1,72,7.9e-48,143.0,72,1.0,<=>
1108,STMMW_02451,SL1344_0240,100.0,181,0,0,1,181,1,181,7.839999999999997e-134,369.0,181,1.0,<=>
1109,STMMW_02461,SL1344_0241,100.0,140,0,0,1,140,1,140,4.269999999999999e-99,278.0,140,1.0,<=>
1113,STMMW_02471,SL1344_0242,100.0,233,0,0,1,233,1,233,1.9099999999999996e-177,483.0,233,1.0,<=>
1114,STMMW_02481,SL1344_0243,99.825,572,1,0,1,572,1,572,0.0,1175.0,572,1.0,<=>
1118,STMMW_02491,SL1344_0244,100.0,235,0,0,1,235,1,235,2.3999999999999995e-178,486.0,235,1.0,<=>
1119,STMMW_02501,SL1344_0245,100.0,134,0,0,1,134,1,134,3.119999999999999e-97,272.0,134,1.0,<=>
1120,STMMW_02511,SL1344_0246,100.0,271,0,0,1,271,1,271,0.0,542.0,271,1.0,<=>
1122,STMMW_02521,SL1344_0247,100.0,217,0,0,1,217,1,217,4.849999999999999e-153,420.0,217,1.0,<=>
1138,STMMW_02531,SL1344_0248,100.0,343,0,0,1,343,1,343,0.0,706.0,343,1.0,<=>
