locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
STM0057,STM0057,,67052,68392,-,putative citrate-sodium symport,"Intracellular trafficking, secretion, and vesicular transport",
STM0058,citC2,,68637,69680,+,putative citrate lyase synthetase,Coenzyme transport and metabolism,
STM0059,citD2,,69710,70003,+,putative citrate lyase acyl carrier protein%2C gamma chain,Energy production and conversion,
STM0060,citE2,,70000,70869,+,putative citrate lyase beta chain%2C acyl lyase subunit,Carbohydrate transport and metabolism,
STM0061,citF2,,70880,72400,+,putative citrate lyase alpha chain,Energy production and conversion,
STM0062,citX2,,72400,72951,+,putative cytoplasmic protein,Coenzyme transport and metabolism,
STM0063,citG2,,72929,73837,+,putative modifier of citrate lyase protein,Nucleotide transport and metabolism,
STM0064,dapB,,74017,74838,+,dihydrodipicolinate reductase,Amino acid transport and metabolism,
STM0065,STM0065,,75088,75435,+,putative viral protein,No COG annotation,
STM0066,carA,,75880,77028,+,carbamoyl-phosphate synthetase%2C glutamine-hydrolysing small subunit,Nucleotide transport and metabolism,
STM0067,carB,,77047,80274,+,carbamoyl-phosphate synthase%2C large subunit,Nucleotide transport and metabolism,
STM0068,caiF,,80548,80943,+,transcriptional regulator of cai and fix operon,Transcription,
STM0069,caiE,,81020,81616,-,stimulates carnitine racemase activity of CaiD and CaiB activity,Function unknown,
STM0070,caiD,,81725,82510,-,carnitine racemase,Coenzyme transport and metabolism,
STM0071,caiC,,82564,84117,-,crotonobetaine/carnitine-CoA ligase,Lipid transport and metabolism,
STM0072,caiB,,84180,85397,-,l-carnitine dehydratase,Energy production and conversion,
STM0073,caiA,,85509,86651,-,putative acyl-CoA dehydrogenase%2C carnitine metabolism,Lipid transport and metabolism,
STM0074,caiT,,86686,88203,-,putative BCCT family betaine/carnitine/choline transport protein,Cell wall/membrane/envelope biogenesis,
STM0075,fixA,,88684,89454,+,putative flavoprotein reductase%2C carnitine metabolism,Energy production and conversion,
STM0076,fixB,,89470,90411,+,putative electron transfer flavoprotein%2C carnitine metabolism,Energy production and conversion,
STM0077,fixC,,90461,91747,+,related to carnitine metabolism protein,Energy production and conversion,
STM0078,fixX,,91744,92031,+,putative ferredoxin,Energy production and conversion,
STM0079,yaaU,,92178,93518,+,putative MFS family transport protein,Carbohydrate transport and metabolism,
STM0080,STM0080,,93607,93837,+,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,
STM0081,STM0081,,94131,94547,+,putative secreted protein,No COG annotation,
STM0082,STM0082,,94771,95061,-,putative secreted protein,Function unknown,
STM0083,STM0083,,95271,95465,+,putative inner membrane protein,No COG annotation,
STM0084,STM0084,,95959,97848,+,putative sulfatase,Inorganic ion transport and metabolism,
STM0085,yabF,,98255,98785,+,putative NAD(P)H oxidoreductase,Energy production and conversion,
STM0086,kefC,,98778,100640,+,CPA2 family K+ efflux antiporter%2C glutathione-regulated,Inorganic ion transport and metabolism,
STM0087,folA,,100839,101318,+,dihydrofolate reductase type I,Coenzyme transport and metabolism,
STM0088,apaH,,101424,102272,-,diadenosine tetraphosphatase,Signal transduction mechanisms,
STM0089,apaG,,102283,102660,-,putative cytoplasmic protein,Inorganic ion transport and metabolism,
STM0090,ksgA,,102663,103484,-,S-adenosylmethionine-6-N'%2CN'-adenosyl (rRNA) dimethyltransferase%3B kasugamycin resistance,"Translation, ribosomal structure and biogenesis",
STM0091,pdxA,,103481,104470,-,NAD-dependent dehydrogenase/carboxylase,Coenzyme transport and metabolism,
STM0092,surA,,104470,105756,-,peptidyl-prolyl cis-trans isomerase,Cell wall/membrane/envelope biogenesis,
STM0093,imp,,105810,108170,-,organic solvent tolerance protein,Cell wall/membrane/envelope biogenesis,
STM0094,djlA,,108424,109236,+,DnaJ like chaperone protein,"Post-translational modification, protein turnover,and chaperones",
STM0095,rluA,,109331,109990,-,23S rRNA pseudouridylate 746 synthase,"Translation, ribosomal structure and biogenesis",
STM0096,hepA,,110002,112908,-,RNA polymerase associated protein,Transcription,
STM0097,polB,,113082,115433,-,DNA polymerase II,"Replication, recombination and repair",
STM0098,STM0098,,115477,116097,-,putative secreted protein,Function unknown,
STM0099,STM0099,,116299,116601,+,putative inner membrane protein,No COG annotation,
STM0100,STM0100,,116816,117235,+,putative cytoplasmic protein,Function unknown,
STM0101,araD,,117241,117936,-,L-ribulose-5-phosphate 4-epimerase,Carbohydrate transport and metabolism,
STM0102,araA,,118077,119579,-,L-arabinose isomerase,Carbohydrate transport and metabolism,
STM0103,araB,,119590,121299,-,L-ribulokinase,Nucleotide transport and metabolism,
STM0104,araC,,121640,122485,+,transcriptional regulator (AraC/XylS family) for ara operon,Transcription,
STM0105,yabI,,122604,123371,+,putative DedA family membrane protein,Function unknown,
STM0106,yabJ,,123410,124117,-,putative ABC-transport protein,Coenzyme transport and metabolism,
STM0107,yabK,,124101,125711,-,putative binding-protein-dependent transport system inner membrane component,Inorganic ion transport and metabolism,
STM0108,tbpA,,125687,126670,-,thiamine-binding periplasmic protein,Coenzyme transport and metabolism,
STM0109,yabN,,126848,128506,-,putative periplasmic binding protein of transport system,Transcription,
STM0110,leuD,,129057,129662,-,3-isopropylmalate isomerase (dehydratase)%2C subunit with LeuC,Amino acid transport and metabolism,
STM0111,leuC,,129673,131073,-,3-isopropylmalate isomerase (dehydratase)%2C subunit with LeuD,Amino acid transport and metabolism,
STM0112,leuB,,131076,132167,-,3-isopropylmalate dehydrogenase,Energy production and conversion,
STM0113,leuA,,132167,133738,-,2-isopropylmalate synthase,Amino acid transport and metabolism,
STM0114,leuL,,133826,133912,-,leu operon leader peptide,No COG annotation,
STM0115,leuO,,134569,135513,+,putative LysR family transcriptional regulator,Transcription,
STM0116,ilvI,,135898,137559,+,valine sensitive acetolactate synthase III%2C large subunit,Coenzyme transport and metabolism,
STM0117,ilvH,,137562,138053,+,acetolactate synthase III%2C small subunit,Amino acid transport and metabolism,
STM0118,fruR,,138337,139341,+,transcriptional repressor of fru operon and others,Transcription,
STM0119,yabB,,139947,140405,+,putative cytoplasmic protein,Transcription,
STM0120,yabC,,140407,141348,+,putative S-adenosyl methionine adenyltransferase,"Translation, ribosomal structure and biogenesis",
STM0121,ftsL,,141345,141710,+,cell division protein,"Cell cycle control, cell division, chromosome partitioning",
STM0122,ftsI,,141726,143492,+,division specific transpeptidase,"Cell cycle control, cell division, chromosome partitioning",
STM0123,murE,,143479,144966,+,UDP-N-acetylmuramoylalanyl-D-glutamate 2%2C6-diaminopimelate ligase,Cell wall/membrane/envelope biogenesis,
STM0124,murF,,144963,146321,+,D-alanine:D-alanine-adding enzyme,Cell wall/membrane/envelope biogenesis,
STM0125,mraY,,146315,147397,+,phospho-N-acetylmuramoyl-pentapeptide transferase,Cell wall/membrane/envelope biogenesis,
STM0126,murD,,147400,148716,+,UDP-N-acetylmuramoylalanine-D-glutamate ligase,Cell wall/membrane/envelope biogenesis,
STM0127,ftsW,,148716,149960,+,essential cell division gene,"Cell cycle control, cell division, chromosome partitioning",
STM0128,murG,,149957,151024,+,UDP-N-acetylglucosamine:N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,Cell wall/membrane/envelope biogenesis,
STM0129,murC,,151143,152618,+,L-alanine adding enzyme,Cell wall/membrane/envelope biogenesis,
STM0130,ddlB,,152611,153531,+,D-alanine-D-alanine ligase B,Nucleotide transport and metabolism,
STM0131,ftsQ,,153533,154363,+,cell division protein,"Cell cycle control, cell division, chromosome partitioning",
STM0132,ftsA,,154360,155622,+,ATP-binding cell division protein,"Cell cycle control, cell division, chromosome partitioning",
STM0133,ftsZ,,155683,156834,+,tubulin-like GTP-binding protein and GTPase,"Cell cycle control, cell division, chromosome partitioning",
STM0134,lpxC,,156935,157852,+,UDP-3-O-acyl N-acetylglucosamine deacetylase,Nucleotide transport and metabolism,
STM0135,yacA,,158199,158627,+,putative inner membrane protein,Function unknown,
STM0136,secA,,158689,161394,+,preprotein translocase%3B secretion protein of IISP family,"Intracellular trafficking, secretion, and vesicular transport",
STM0137,mutT,,161546,161941,+,7%2C8-dihydro-8-oxoguanine-triphosphatase,"Replication, recombination and repair",
STM0138,yacG,,162263,162454,-,putative cytoplasmic protein,Function unknown,
STM0139,yacF,,162464,163207,-,putative cytoplasmic protein,"Cell cycle control, cell division, chromosome partitioning",
STM0140,yacE,,163207,163827,-,putative nucleotide kinase,Nucleotide transport and metabolism,
STM0141,guaC,,164053,165096,+,GMP reductase,Nucleotide transport and metabolism,
STM0142,hofC,,165127,166329,-,putative component in type IV pilin biogenesis,Cell motility,
STM0143,hofB,,166319,167704,-,putative integral membrane protein,Cell motility,
STM0144,ppdD,,167714,168151,-,prelipin peptidase dependent protein,Cell motility,
STM0145,nadC,,168373,169266,-,quinolinate phosphoribosyltransferase,Coenzyme transport and metabolism,
STM0146,ampD,,169354,169917,+,N-acetyl-anhydromuramyl-L-alanine amidase,Defense mechanisms,
STM0147,ampE,,169914,170768,+,putative transmembrane protein,Defense mechanisms,
STM0148,STM0148,,170860,171810,-,putative cytoplasmic protein,Carbohydrate transport and metabolism,
STM0149,STM0149,,171810,173216,-,putative permease of the Na+:galactoside symporter family,Carbohydrate transport and metabolism,
STM0150,aroP,,173380,174753,-,APC family aromatic amino acid transporter,Amino acid transport and metabolism,
STM0151,pdhR,,175316,176080,+,transcriptional repressor for pyruvate dehydrogenase complex (GntR family),Transcription,
STM0152,aceE,,176240,178903,+,pyruvate dehydrogenase%2C decarboxylase component,Energy production and conversion,
STM0153,aceF,,178918,180807,+,pyruvate dehydrogenase,Energy production and conversion,
STM0154,lpdA,,181007,182431,+,lipoamide dehydrogenase (NADH),Energy production and conversion,
STM0155,STM0155,,182720,183004,+,putative outer membrane protein,No COG annotation,
STM0156,STM0156,,183042,183833,-,putative periplasmic protein,Cell motility,
STM0157,yacH,,183846,185468,-,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,
STM0158,acnB,,185857,188454,+,aconitate hydratase 2,Energy production and conversion,
STM0159,STM0159,,188515,189357,-,putative restriction endonuclease,"Replication, recombination and repair",
STM0160,yacL,,189603,189965,+,putative cytoplasmic protein,Function unknown,
STM0161,kdgT,,190200,191153,+,2-keto-3-deoxygluconate permease,"Intracellular trafficking, secretion, and vesicular transport",
STM0162,STM0162,,191150,192421,+,putative inner membrane protein,Function unknown,
STM0163,STM0163,,192411,193394,+,pyridoxine phosphate biosynthetic protein,Coenzyme transport and metabolism,
STM0164,STM0164,,193404,194171,+,putative LysR family transcriptional regulator,Transcription,
STM0165,speD,,194201,194995,-,S-adenosylmethionine decarboxylase%2C proenzyme,Nucleotide transport and metabolism,
STM0166,speE,,195016,195876,-,spermidine synthase,Amino acid transport and metabolism,
STM0167,yacC,,195983,196330,-,putative periplasmic protein,Function unknown,
STM0168,cueO,,196532,198142,+,putative multicopper oxidase,"Secondary metabolites biosynthesis, transport, and catabolism",
STM0169,gcd,,198220,200610,-,glucose dehydrogenase,Carbohydrate transport and metabolism,
STM0170,hpt,,200816,201352,+,hypoxanthine phosphoribosyltransferase,Nucleotide transport and metabolism,
STM0171,yadF,,201410,202072,-,putative carbonic anhydrase,Inorganic ion transport and metabolism,
STM0172,yadG,,202181,203107,+,putative ABC-type multidrug transport system%2C ATPase component,Defense mechanisms,
STM0173,yadH,,203104,203874,+,putative transport protein,Defense mechanisms,
STM0174,stiH,,203991,205070,-,putative fimbriae,Cell motility,
STM0175,stiC,,205079,207625,-,putative fimbrial usher,Cell motility,
STM0176,stiB,,207652,208335,-,putative fimbrial chaparone,Cell wall/membrane/envelope biogenesis,
STM0177,stiA,,208383,208922,-,putative fimbrial subunit,Cell motility,
STM0178,yadI,,209293,209733,+,putative PTS enzyme,Carbohydrate transport and metabolism,
STM0179,yadE,,209795,211024,+,putative xylanase/chitin deacetylase,Carbohydrate transport and metabolism,
STM0180,panD,,211031,211411,-,aspartate 1-decarboxylase,Coenzyme transport and metabolism,
STM0181,panC,,211506,212360,-,pantothenate synthetase,Coenzyme transport and metabolism,
STM0182,panB,,212486,213277,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,Coenzyme transport and metabolism,
STM0183,folK,,213398,213877,-,7%2C8-dihydro-6-hydroxymethylpterin-pyrophosphokinase%2C PPPK,Coenzyme transport and metabolism,
STM0184,pcnB,,213874,215292,-,poly(A) polymerase I,Nucleotide transport and metabolism,
STM0185,yadB,,215433,216374,-,putative glutamyl t-RNA synthetase,"Translation, ribosomal structure and biogenesis",
STM0186,dksA,,216398,216853,-,dnaK suppressor protein,Transcription,
STM0187,sfsA,,217030,217734,-,regulator for maltose metabolism,Function unknown,
STM0188,ligT,,217751,218281,-,2'-5' RNA ligase,"Translation, ribosomal structure and biogenesis",
STM0189,hrpB,,218309,220783,+,ATP-dependent helicase,"Replication, recombination and repair",
STM0190,mrcB,,220924,223446,+,transpeptidase of penicillin-binding protein 1b,Cell wall/membrane/envelope biogenesis,
STM0191,fhuA,,223739,225928,+,outer membrane protein receptor / transporter for ferrichrome%2C colicin M%2C and phages T1%2C T5%2C and phi80,Inorganic ion transport and metabolism,
STM0192,fhuC,,225977,226774,+,hydroxymate-dependent iron transport,Coenzyme transport and metabolism,
STM0193,fhuD,,226774,227664,+,hydroxamate-dependent iron uptake,Inorganic ion transport and metabolism,
STM0194,fhuB,,227661,229718,+,hydroxamate-dependent iron uptake,Inorganic ion transport and metabolism,
STM0195,stfA,,230658,231218,+,putative fimbrial subunit,Cell motility,
STM0196,stfC,,231304,233961,+,putative fimbrial outer membrane usher,Cell motility,
STM0197,stfD,,233979,234731,+,putative periplasmic fimbrial chaperone,Cell wall/membrane/envelope biogenesis,
STM0198,stfE,,234750,235262,+,putative minor fimbrial subunit,Cell motility,
STM0199,stfF,,235259,235735,+,putative minor fimbrial subunit,Cell motility,
STM0200,stfG,,235735,236265,+,putative minor fimbrial subunit,Cell motility,
STM0201,STM0201,,236265,237104,+,putative outer membrane protein,Function unknown,
STM0202,hemL,,237212,238492,-,glutamate-1-semialdehyde aminotransferase,Coenzyme transport and metabolism,
STM0203,yadQ,,238662,240083,+,putative ClC family chlorine transport protein,Inorganic ion transport and metabolism,
STM0204,yadR,,240120,240509,+,putative HesB-like domain protein,Energy production and conversion,
STM0205,yadS,,240610,241233,-,putative inner membrane protein,Function unknown,
STM0206,btuF,,241270,242070,-,putative cobalamin periplasmic binding protein,Inorganic ion transport and metabolism,
STM0207,pfs,,242063,242761,-,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Nucleotide transport and metabolism,
STM0208,dgt,,242846,244363,+,deoxyguanosine triphosphate triphosphohydrolase,Nucleotide transport and metabolism,
STM0209,htrA,,244493,245920,+,periplasmic serine protease Do%2C heat shock protein,"Post-translational modification, protein turnover,and chaperones",
STM0210,cdaR,,246073,247230,+,putative inner membrane protein,Transcription,
STM0211,yaeH,,247319,247705,-,putative cytoplasmic protein,Function unknown,
STM0212,STM0212,,247952,249253,+,putative inner membrane protein,Inorganic ion transport and metabolism,
STM0213,dapD,,249290,250114,-,2%2C3%2C4%2C5-tetrahydropyridine-2-carboxylate N-succinyltransferase,Amino acid transport and metabolism,
STM0214,glnD,,250144,252816,-,uridylyltransferase,"Post-translational modification, protein turnover,and chaperones",
STM0215,map,,253053,253847,-,methionine aminopeptidase,Amino acid transport and metabolism,
STM0216,rpsB,,254298,255023,+,30S ribosomal subunit protein S2,"Translation, ribosomal structure and biogenesis",
STM0217,tsf,,255281,256132,+,protein chain elongation factor EF-Ts,"Translation, ribosomal structure and biogenesis",
STM0218,pyrH,,256277,257002,+,uridylate kinase,Nucleotide transport and metabolism,
STM0219,frr,,257149,257706,+,ribosome releasing factor,"Translation, ribosomal structure and biogenesis",
STM0220,dxr,,257847,259043,+,1-deoxy-D-xylulose 5-phosphate reductoisomerase,Lipid transport and metabolism,
STM0221,uppS,,259356,260114,+,undecaprenyl pyrophosphate synthetase (di-trans%2C poly-cis-decaprenylcistransferase),Nucleotide transport and metabolism,
STM0222,cdsA,,260127,260984,+,CDP-diglyceride synthase,Lipid transport and metabolism,
STM0223,yaeL,,260996,262348,+,putative membrane-associated Zn-dependent protease,Cell wall/membrane/envelope biogenesis,
STM0224,yaeT,,262380,264794,+,putative outer membrane antigen,Cell wall/membrane/envelope biogenesis,
STM0225,hlpA,,264917,265402,+,histone-like protein%2C located in outer membrane,Cell wall/membrane/envelope biogenesis,
STM0226,lpxD,,265406,266431,+,UDP-3-O-(3-hydroxymyristoyl)-glucosamine n-acyltransferase,Lipid transport and metabolism,
STM0227,fabZ,,266537,266992,+,(3R)-hydroxymyristol acyl carrier protein dehydratase,Lipid transport and metabolism,
STM0228,lpxA,,266996,267784,+,UDP-N-acetylglucosamine acetyltransferase,Lipid transport and metabolism,
STM0229,lpxB,,267784,268932,+,tetraacyldisaccharide-1-P,Cell wall/membrane/envelope biogenesis,
STM0230,rnhB,,268929,269525,+,RNAse HII,"Replication, recombination and repair",
STM0231,dnaE,,269549,273031,+,DNA polymerase III%2C alpha subunit,"Replication, recombination and repair",
STM0232,accA,,273044,274003,+,acetylCoA carboxylase%2C carboxytransferase component%2C alpha subunit,Lipid transport and metabolism,
STM0233,STM0233,,274184,275947,+,putative endochitinase,Cell wall/membrane/envelope biogenesis,
STM0234,ldcC,,276023,278164,+,lysine decarboxylase 2%2C constitutive,Amino acid transport and metabolism,
STM0235,yaeR,,278220,278609,+,putative lactoylglutathione lyase,Amino acid transport and metabolism,
STM0236,mesJ,,278672,279964,+,cell cycle protein,"Translation, ribosomal structure and biogenesis",
STM0237,rof,,280048,280308,-,modulator of Rho-dependent transcription termination,Transcription,
STM0238,yaeP,,280295,280513,-,putative cytoplasmic protein,Function unknown,
STM0239,yaeQ,,280693,281238,+,putative cytoplasmic protein,Function unknown,
STM0240,yaeJ,,281235,281657,+,putative-tRNA hydrolase domain protein,"Translation, ribosomal structure and biogenesis",
STM0242,proS,,282468,284186,-,proline tRNA synthetase,"Translation, ribosomal structure and biogenesis",
STM0243,yaeB,,284297,285004,-,putative regulator,Function unknown,
STM0244,rcsF,,285001,285405,-,regulator in colanic acid synthesis,Cell wall/membrane/envelope biogenesis,
STM0245,yaeC,,285524,286339,-,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,
STM0246,yaeE,,286378,287031,-,putative ABC superfamily (membrane) transport protein,Inorganic ion transport and metabolism,
STM0247,abc,,287024,288055,-,putative ABC superfamily (atp_bind) transport system,Inorganic ion transport and metabolism,
STM0248,yaeD,,288245,288811,+,putative dehydratase,Nucleotide transport and metabolism,
STM0255,yafB,,295070,295873,+,2%2C5-diketo-D-gluconate reductase B,Coenzyme transport and metabolism,
STM0256,yafC,,295894,296808,-,putative LysR family transcriptional regulator,Transcription,
STM0257,STM0257,,296913,298088,+,putative drug efflux protein (perhaps for chloramphenicol),"Intracellular trafficking, secretion, and vesicular transport",
STM0258,yafD,,298241,299020,+,putative cytoplasmic protein,Function unknown,
STM0259,yafE,,299098,299868,+,putative methyltransferase in menaquinone/biotin biosynthesis,"Secondary metabolites biosynthesis, transport, and catabolism",
STM0260,dniR,,299924,301291,-,transcriptional regulator for nitrite reductase (cytochrome c552),Cell wall/membrane/envelope biogenesis,
STM0261,gloB,,301363,302118,-,hydroxyacylglutathione hydrolase,Function unknown,
STM0262,yafS,,302153,302875,+,putative SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",
STM0263,rnhA,,302872,303339,-,RNase HI,"Replication, recombination and repair",
STM0264,dnaQ,,303403,304134,+,DNA polymerase III%2C epsilon subunit,Nucleotide transport and metabolism,
STM0266,STM0266,,304666,305721,-,putative cytoplasmic protein,Function unknown,
STM0267,STM0267,,305732,306727,-,putative cytoplasmic protein,Function unknown,
STM0268,STM0268,,306724,308607,-,putative cytoplasmic protein,Function unknown,
STM0269,STM0269,,308623,309117,-,putative cytoplasmic protein,Function unknown,
STM0270,STM0270,,309114,309938,-,putative cytoplasmic protein,Function unknown,
STM0271,STM0271,,309925,310827,-,putative cytoplasmic protein,No COG annotation,
STM0272,STM0272,,311195,313834,+,putative ATPase with chaperone activity,"Post-translational modification, protein turnover,and chaperones",
STM0273,STM0273,,313934,314476,+,putative cytoplasmic protein,Function unknown,
STM0274,STM0274,,314500,316008,+,putative cytoplasmic protein,Function unknown,
STM0274A,STM0274A,,316071,316181,+,invasol SirA,No COG annotation,
STM0275,STM0275,,316308,316640,+,putative cytoplasmic protein,No COG annotation,
STM0276,STM0276,,316894,317379,+,putative cytoplasmic protein,Function unknown,
STM0277,STM0277,,317684,318169,+,putative cytoplasmic protein,Function unknown,
STM0278,STM0278,,318154,318537,+,putative periplasmic protein,Function unknown,
STM0279,STM0279,,318680,319165,+,putative cytoplasmic protein,Function unknown,
STM0280,STM0280,,319232,319768,+,putative outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,
STM0281,STM0281,,319772,321115,+,putative cytoplasmic protein,Function unknown,
STM0282,STM0282,,321112,322416,+,putative outer membrane protein%2C OmpA family,Cell motility,
STM0283,STM0283,,322421,323194,+,putative inner membrane protein,No COG annotation,
STM0284,STM0284,,323397,323828,+,putative shiga-like toxin A subunit,No COG annotation,
STM0285,STM0285,,323862,327731,+,putative inner membrane protein,Cell motility,
STM0286,STM0286,,327731,328519,+,putative cytoplasmic protein,Function unknown,
STM0287,STM0287,,328516,328932,+,putative periplasmic protein,Function unknown,
STM0288,STM0288,,328956,329477,+,putative cytoplasmic protein,Function unknown,
STM0289,STM0289,,329874,332063,+,putative cytoplasmic protein,Function unknown,
STM0290,STM0290,,332087,332533,+,putative cytoplasmic protein,Function unknown,
STM0291,STM0291,,332552,336646,+,putative RHS-family protein,Cell wall/membrane/envelope biogenesis,
STM0292,STM0292,,337096,337836,+,putative RHS-family protein,Cell wall/membrane/envelope biogenesis,
STM0293,STM0293,,337830,338276,+,putative cytoplasmic protein,No COG annotation,
STM0294,STM0294,,338839,339276,+,putative cytoplasmic protein,Function unknown,
STM0295,STM0295,,340045,340353,+,putative cytoplasmic protein,No COG annotation,
STM0296,STM0296,,340455,340703,-,putative cytoplasmic protein,Function unknown,
STM0297,STM0297,,340756,340953,+,putative transposase,"Replication, recombination and repair",
STM0298,STM0298,,341179,341460,+,putative integrase core domain protein,"Replication, recombination and repair",
STM0299,safA,,342210,342722,+,putative outer membrane protein,Cell wall/membrane/envelope biogenesis,
STM0300,safB,,342830,343543,+,putative fimbriae assembly chaparone,Cell wall/membrane/envelope biogenesis,
STM0301,safC,,343567,346077,+,putative fimbriae usher,Cell motility,
STM0302,safD,,346099,346569,+,putative fimbriae subunit,Function unknown,
STM0303,ybeJ,,346975,347796,+,putative xylanase/chitin deacetylase,Carbohydrate transport and metabolism,
STM0304,sinR,,348611,349558,+,transcriptional regulator,Transcription,
